socialmedia,age,mobile,season,newcustomer,adcost,adrevenue
YouTube,36,mobile,spring,no,12.51,20.87
YouTube,31,computer,spring,no,10.87,14.73
TikTok,21,mobile,winter,yes,0.9,0.82
Twitter,36,computer,fall,no,2.77,1.92
TikTok,21,mobile,spring,no,2.16,3.26
YouTube,37,computer,spring,no,11.4,35.1
YouTube,40,computer,winter,no,11.27,57.6
Instagram,29,computer,fall,no,4.83,2.61
TikTok,20,mobile,winter,no,6.68,6.2
TikTok,18,mobile,summer,yes,5.74,7.45
TikTok,21,mobile,spring,yes,2.01,12.37
Twitter,35,mobile,winter,no,2.6,1.45
Instagram,29,mobile,winter,no,5.59,6.92
TikTok,24,mobile,fall,yes,6.62,3.05
Facebook,40,mobile,spring,no,4.1,15.23
Facebook,45,computer,summer,yes,4.19,4.39
YouTube,20,computer,spring,yes,6.23,14.51
Instagram,33,computer,spring,no,4.53,39.74
TikTok,19,mobile,summer,no,4.33,3.05
Instagram,20,mobile,winter,no,7.23,20.16
Facebook,51,computer,summer,no,5.66,17.87
YouTube,26,computer,fall,yes,10.74,7.05
YouTube,49,computer,spring,no,7.84,51.1
Instagram,31,mobile,summer,no,8.41,13.42
Facebook,37,mobile,winter,no,5.24,4.01
TikTok,16,mobile,fall,yes,1.38,3.23
Facebook,45,mobile,summer,yes,6.11,2.1
TikTok,14,mobile,spring,yes,3.52,2.42
YouTube,35,computer,winter,no,9.42,15.56
YouTube,46,computer,spring,yes,14.65,18.0
Facebook,31,mobile,summer,no,6.83,6.3
TikTok,13,mobile,fall,no,3.55,20.15
TikTok,13,mobile,fall,yes,4.75,15.85
TikTok,20,mobile,spring,no,6.15,17.58
TikTok,19,mobile,fall,yes,3.42,8.25
YouTube,41,computer,fall,yes,10.68,30.37
Facebook,27,computer,spring,no,3.65,5.2
Instagram,26,mobile,spring,no,8.23,19.45
Instagram,24,mobile,fall,no,6.5,9.62
YouTube,38,computer,fall,no,7.32,23.64
Facebook,40,computer,winter,no,5.87,14.43
Instagram,35,mobile,winter,no,5.89,11.93
Instagram,25,computer,fall,no,6.28,26.75
YouTube,19,mobile,winter,no,5.57,8.81
Twitter,31,computer,spring,no,2.44,5.49
YouTube,29,computer,summer,no,12.53,24.98
YouTube,26,computer,fall,no,12.51,12.08
TikTok,19,mobile,spring,no,1.58,8.96
TikTok,20,mobile,summer,no,7.41,30.73
YouTube,36,computer,spring,yes,10.14,11.53
Instagram,27,mobile,winter,yes,6.45,15.4
YouTube,27,computer,spring,yes,13.86,15.18
Instagram,20,mobile,summer,yes,4.57,7.31
Instagram,38,computer,fall,yes,5.87,17.9
YouTube,25,computer,spring,no,13.74,93.73
TikTok,16,mobile,winter,yes,6.75,5.89
Twitter,36,mobile,summer,yes,3.84,3.28
TikTok,20,computer,winter,yes,2.66,2.57
YouTube,37,computer,winter,yes,7.24,22.62
TikTok,16,mobile,winter,no,3.48,6.51
Facebook,51,computer,spring,no,2.25,10.54
YouTube,24,mobile,summer,no,6.95,4.18
YouTube,20,computer,fall,yes,13.2,43.94
Twitter,38,mobile,summer,yes,2.85,5.84
YouTube,43,mobile,winter,no,14.03,36.66
TikTok,21,mobile,fall,no,7.98,10.01
YouTube,36,computer,winter,yes,14.16,37.22
Instagram,24,mobile,winter,no,5.88,3.35
Facebook,31,mobile,fall,no,6.98,13.71
YouTube,38,computer,fall,no,13.56,16.77
Instagram,31,computer,fall,no,5.01,7.26
Instagram,21,mobile,spring,no,7.88,5.57
Instagram,32,mobile,winter,no,4.58,10.01
Facebook,34,mobile,summer,yes,3.03,5.65
TikTok,16,mobile,fall,yes,0.03,1.28
Instagram,30,computer,spring,no,4.22,6.72
YouTube,35,computer,winter,yes,13.51,5.26
Instagram,23,mobile,fall,no,3.71,12.59
TikTok,16,mobile,fall,no,2.13,4.61
YouTube,52,computer,fall,yes,6.82,3.94
YouTube,23,computer,spring,yes,13.1,31.35
TikTok,16,computer,summer,yes,6.78,8.45
Facebook,32,mobile,winter,no,5.04,4.47
TikTok,22,mobile,fall,yes,2.65,3.14
YouTube,52,computer,fall,yes,8.17,52.06
YouTube,13,computer,fall,no,9.7,3.71
YouTube,35,computer,fall,yes,6.12,14.97
Facebook,42,computer,winter,yes,5.29,12.01
Facebook,50,computer,spring,no,3.2,0.57
TikTok,18,computer,fall,yes,2.73,1.92
TikTok,18,mobile,spring,no,3.94,3.66
TikTok,10,computer,winter,yes,3.18,0.63
Twitter,26,mobile,fall,no,1.38,1.17
TikTok,19,mobile,fall,no,7.54,18.97
TikTok,23,mobile,winter,no,0.1,0.23
Facebook,26,mobile,spring,yes,5.97,3.22
TikTok,19,mobile,summer,yes,5.16,2.85
Instagram,27,mobile,summer,no,3.43,3.08
Facebook,39,computer,summer,no,4.48,7.37
Instagram,24,mobile,spring,yes,3.92,11.13
Twitter,44,computer,winter,yes,1.61,10.27
TikTok,16,mobile,winter,no,1.97,5.92
Twitter,40,computer,winter,no,2.49,1.43
TikTok,20,mobile,summer,yes,2.28,7.76
TikTok,21,mobile,summer,no,3.81,11.17
Instagram,25,mobile,winter,yes,3.49,11.11
YouTube,38,computer,spring,no,8.84,9.35
TikTok,16,mobile,winter,yes,4.33,16.39
YouTube,30,computer,spring,yes,14.37,20.34
Facebook,38,computer,winter,yes,4.18,3.34
TikTok,19,mobile,spring,yes,0.08,1.04
Facebook,28,mobile,summer,no,5.08,9.86
Facebook,31,mobile,summer,no,3.25,3.7
Instagram,19,mobile,spring,yes,4.43,4.51
YouTube,44,computer,spring,no,14.19,11.8
Instagram,25,computer,summer,yes,7.94,19.07
YouTube,41,mobile,summer,yes,11.33,22.77
Facebook,22,mobile,fall,no,6.85,14.09
YouTube,43,computer,spring,no,9.7,56.59
Instagram,31,computer,spring,no,3.37,26.91
YouTube,27,computer,fall,no,5.65,32.63
YouTube,18,mobile,summer,yes,11.65,25.88
TikTok,20,mobile,winter,yes,0.81,6.46
Instagram,29,mobile,winter,yes,3.69,12.49
Facebook,39,mobile,spring,no,4.03,15.92
YouTube,32,computer,spring,yes,8.65,11.35
YouTube,35,computer,fall,no,5.48,9.89
Facebook,36,mobile,winter,no,4.45,0.91
YouTube,34,computer,winter,no,11.34,15.0
TikTok,18,mobile,spring,no,2.51,5.48
YouTube,29,computer,winter,yes,10.2,2.26
Twitter,45,mobile,fall,no,3.99,16.01
TikTok,22,mobile,fall,no,2.16,2.98
