socialmedia,age,mobile,season,newcustomer,adcost,adrevenue
YouTube,15,mobile,winter,yes,6.06,9.48
YouTube,28,computer,fall,no,8.24,21.97
TikTok,15,mobile,winter,no,4.05,7.12
TikTok,17,mobile,winter,no,2.18,17.86
Facebook,28,computer,summer,no,5.9,8.01
TikTok,17,mobile,winter,yes,1.02,11.28
Facebook,27,mobile,winter,no,5.3,3.44
TikTok,23,mobile,winter,no,3.7,4.41
Instagram,30,mobile,spring,yes,8.62,20.89
YouTube,31,computer,spring,no,5.53,28.97
Twitter,37,computer,summer,no,1.11,3.7
Facebook,33,computer,fall,no,3.57,4.51
TikTok,17,mobile,summer,yes,2.65,6.98
TikTok,22,mobile,summer,yes,6.1,17.75
TikTok,20,mobile,summer,no,6.73,11.56
YouTube,29,mobile,spring,yes,13.19,29.28
TikTok,13,mobile,spring,no,1.62,19.55
YouTube,30,mobile,fall,yes,9.59,1.97
TikTok,19,mobile,spring,yes,6.45,10.04
YouTube,35,computer,summer,no,11.5,16.22
TikTok,20,mobile,winter,yes,2.67,1.44
Facebook,22,mobile,spring,yes,6.83,10.07
Instagram,19,mobile,spring,no,7.95,5.07
YouTube,41,computer,summer,yes,8.4,5.33
Instagram,28,mobile,summer,yes,3.42,3.08
Facebook,43,mobile,summer,no,4.94,0.73
TikTok,20,mobile,winter,no,1.96,16.98
Instagram,27,computer,summer,no,3.61,1.84
TikTok,19,mobile,winter,no,5.48,1.3
TikTok,19,mobile,winter,no,1.02,3.22
Instagram,29,mobile,winter,no,7.72,31.23
TikTok,23,mobile,winter,yes,2.3,2.32
TikTok,23,mobile,fall,no,3.32,9.04
YouTube,28,mobile,winter,no,10.59,16.96
YouTube,28,computer,fall,yes,13.97,9.73
TikTok,19,mobile,fall,no,4.82,2.17
Facebook,32,computer,fall,no,5.21,4.4
YouTube,23,mobile,winter,no,13.64,16.87
TikTok,16,mobile,spring,yes,2.11,1.35
YouTube,32,computer,fall,yes,10.6,18.94
Instagram,27,mobile,summer,no,3.53,4.94
Facebook,42,computer,summer,no,4.68,8.24
TikTok,18,mobile,fall,no,5.95,3.01
Facebook,39,computer,summer,no,2.8,2.62
YouTube,23,mobile,fall,no,11.6,7.18
YouTube,18,mobile,summer,yes,6.98,9.13
TikTok,18,mobile,spring,yes,0.93,4.1
YouTube,40,computer,fall,no,14.66,105.34
Facebook,36,mobile,spring,yes,6.57,5.47
YouTube,33,computer,spring,no,6.78,16.09
TikTok,22,mobile,summer,yes,5.69,10.46
YouTube,32,mobile,summer,no,5.07,4.39
YouTube,36,computer,fall,yes,11.15,4.08
YouTube,43,computer,summer,no,11.7,2.09
YouTube,20,computer,winter,no,9.38,16.98
Twitter,35,mobile,spring,no,2.78,1.51
Twitter,37,computer,fall,yes,2.99,2.07
TikTok,17,mobile,fall,yes,1.19,5.55
Twitter,41,computer,winter,no,1.81,11.69
TikTok,14,mobile,spring,yes,6.42,9.85
TikTok,22,mobile,winter,no,3.57,1.71
TikTok,20,mobile,fall,no,5.94,2.94
TikTok,17,mobile,winter,no,6.09,9.24
Instagram,19,mobile,winter,no,7.69,5.67
YouTube,46,computer,summer,yes,11.38,22.58
YouTube,34,mobile,winter,no,14.26,14.44
Twitter,41,mobile,fall,no,2.13,14.44
Facebook,35,computer,spring,no,3.88,32.99
TikTok,13,mobile,summer,yes,2.7,9.69
Instagram,31,computer,summer,no,8.21,12.57
TikTok,16,mobile,fall,yes,2.13,4.16
YouTube,31,mobile,fall,no,13.8,19.37
Instagram,40,mobile,spring,yes,4.93,5.01
YouTube,31,mobile,winter,yes,12.97,9.4
YouTube,21,mobile,summer,no,12.29,21.19
TikTok,19,mobile,spring,no,6.89,4.2
Facebook,22,mobile,fall,no,3.72,3.44
TikTok,14,mobile,fall,yes,7.86,5.31
YouTube,27,computer,summer,yes,7.59,3.92
YouTube,25,mobile,spring,no,14.1,20.95
Facebook,42,mobile,spring,no,3.31,11.84
Facebook,28,mobile,summer,no,2.17,0.83
YouTube,34,mobile,winter,no,13.43,16.3
YouTube,42,mobile,summer,no,10.28,23.93
Facebook,25,computer,fall,no,3.95,2.88
YouTube,34,computer,spring,no,14.64,21.73
YouTube,35,mobile,spring,no,5.27,20.59
TikTok,20,mobile,summer,yes,6.82,37.32
Instagram,30,computer,fall,no,3.52,19.89
TikTok,14,mobile,summer,no,7.51,2.68
Instagram,22,mobile,winter,yes,6.01,6.91
YouTube,35,computer,fall,no,14.48,10.22
Instagram,33,mobile,fall,no,3.78,15.6
Instagram,29,computer,winter,yes,8.63,14.46
YouTube,45,computer,fall,no,9.46,3.24
YouTube,26,computer,winter,yes,7.39,18.35
YouTube,23,mobile,spring,yes,12.86,45.41
YouTube,24,mobile,spring,no,8.55,24.43
Facebook,37,mobile,summer,no,4.43,5.22
Facebook,26,computer,fall,no,2.37,1.1
TikTok,25,mobile,fall,no,5.98,10.63
YouTube,16,mobile,summer,yes,10.85,6.69
YouTube,33,computer,fall,yes,13.32,80.18
TikTok,22,mobile,summer,no,1.49,3.67
YouTube,42,mobile,spring,no,9.23,4.79
Facebook,28,mobile,spring,no,3.58,1.93
Instagram,16,mobile,winter,no,8.33,11.24
Instagram,22,mobile,spring,yes,3.06,8.34
Instagram,22,mobile,summer,no,5.7,11.83
Instagram,27,mobile,summer,no,7.42,18.89
Facebook,25,computer,winter,no,2.64,7.1
Instagram,22,computer,fall,yes,5.08,2.28
Twitter,35,mobile,spring,yes,3.32,2.86
TikTok,26,mobile,fall,yes,7.64,4.31
YouTube,17,computer,spring,yes,11.27,13.81
TikTok,21,mobile,summer,yes,6.76,14.2
TikTok,23,mobile,fall,no,2.96,10.46
TikTok,17,mobile,fall,no,4.82,9.31
YouTube,31,mobile,winter,yes,14.39,33.43
YouTube,39,computer,winter,yes,5.55,14.26
YouTube,33,computer,summer,yes,9.13,38.31
Instagram,35,mobile,spring,no,7.14,5.01
YouTube,32,mobile,spring,yes,7.16,3.56
Facebook,23,mobile,summer,no,6.49,5.87
TikTok,14,mobile,spring,no,2.41,11.33
YouTube,54,computer,spring,no,8.72,42.63
Instagram,37,mobile,fall,no,4.14,12.51
YouTube,39,computer,summer,no,10.83,39.31
YouTube,36,mobile,spring,yes,11.36,3.89
Facebook,33,computer,summer,yes,6.65,5.89
Instagram,31,mobile,winter,no,3.73,15.87
Facebook,33,mobile,summer,yes,2.1,13.63
YouTube,34,computer,winter,yes,5.71,16.81
Instagram,25,mobile,summer,no,4.56,3.11
Instagram,25,computer,summer,no,3.04,5.96
Instagram,35,mobile,fall,yes,8.25,25.48
Facebook,37,computer,winter,no,4.79,0.93
TikTok,19,mobile,fall,yes,6.49,19.71
Instagram,23,computer,summer,no,7.02,6.69
TikTok,20,mobile,fall,no,2.78,17.19
Instagram,28,mobile,winter,yes,5.85,11.63
TikTok,21,mobile,winter,yes,3.97,6.2
YouTube,26,computer,fall,yes,5.19,16.51
Instagram,32,mobile,fall,no,8.52,6.52
YouTube,31,computer,spring,no,7.11,42.38
Facebook,37,mobile,summer,no,2.06,5.41
TikTok,14,mobile,winter,no,2.33,5.89
TikTok,17,mobile,spring,no,6.82,9.79
YouTube,36,computer,fall,no,9.77,5.22
YouTube,27,mobile,summer,yes,11.52,3.89
TikTok,14,mobile,spring,no,0.66,2.13
YouTube,43,mobile,spring,no,11.78,4.47
YouTube,29,computer,summer,no,7.97,11.81
YouTube,34,computer,winter,no,11.66,36.58
YouTube,33,computer,winter,yes,8.68,26.12
YouTube,35,computer,fall,no,7.59,8.0
TikTok,22,mobile,fall,yes,5.09,5.74
TikTok,14,mobile,summer,no,5.48,3.05
Facebook,34,mobile,spring,no,4.85,8.23
TikTok,15,mobile,summer,yes,7.28,16.84
YouTube,39,computer,spring,yes,9.2,20.34
TikTok,18,mobile,winter,no,6.67,39.92
Instagram,32,computer,summer,yes,3.48,3.31
Facebook,45,computer,fall,no,6.9,35.66
Instagram,20,computer,summer,yes,6.08,13.02
Facebook,54,mobile,winter,no,5.4,6.49
Instagram,19,mobile,winter,yes,6.56,1.87
Instagram,35,mobile,summer,no,5.83,2.08
Twitter,34,computer,winter,no,2.68,3.36
YouTube,39,mobile,summer,no,9.34,43.51
TikTok,16,mobile,winter,no,0.72,2.36
TikTok,15,mobile,winter,yes,1.02,3.83
TikTok,14,mobile,summer,no,5.91,7.87
Facebook,33,computer,spring,no,6.44,2.36
Facebook,25,computer,fall,no,6.69,14.14
Facebook,24,computer,summer,no,3.79,11.37
YouTube,33,computer,winter,yes,11.75,2.75
Facebook,34,mobile,spring,no,6.43,4.32
TikTok,17,mobile,winter,no,7.73,2.47
YouTube,27,computer,summer,no,6.66,35.38
TikTok,19,mobile,spring,yes,0.91,1.6
Twitter,47,computer,spring,no,3.94,3.92
YouTube,35,computer,spring,no,5.23,8.22
Instagram,23,mobile,winter,yes,8.57,15.9
Facebook,28,computer,winter,no,6.8,2.48
Instagram,27,mobile,spring,no,3.65,2.33
TikTok,20,mobile,spring,yes,7.95,17.8
Twitter,42,mobile,spring,no,2.63,4.8
TikTok,22,mobile,fall,yes,2.02,4.9
TikTok,22,mobile,fall,yes,4.44,2.28
Instagram,25,mobile,summer,no,4.75,4.99
TikTok,18,mobile,summer,no,0.66,2.98
Facebook,26,computer,summer,no,2.58,2.28
Twitter,33,computer,summer,yes,1.75,0.78
TikTok,18,mobile,spring,yes,3.92,4.42
TikTok,14,mobile,summer,no,6.0,4.14
YouTube,35,mobile,spring,no,6.34,3.51
Facebook,33,computer,fall,no,5.5,7.02
TikTok,12,mobile,summer,no,5.93,6.23
TikTok,16,mobile,winter,no,7.16,17.25
Facebook,43,mobile,winter,no,6.04,11.01
Instagram,27,computer,summer,no,5.82,8.64
TikTok,15,mobile,summer,no,0.23,4.08
Instagram,25,mobile,spring,no,5.38,5.29
Instagram,28,computer,summer,no,8.95,1.58
TikTok,22,mobile,winter,yes,5.02,5.22
TikTok,21,mobile,fall,no,3.5,10.81
YouTube,49,mobile,fall,yes,13.66,16.93
YouTube,50,mobile,spring,no,8.28,18.44
YouTube,34,mobile,winter,no,8.01,5.76
TikTok,22,mobile,summer,yes,5.89,10.25
Facebook,21,computer,fall,no,2.7,2.2
TikTok,18,mobile,fall,no,7.09,12.03
TikTok,21,mobile,winter,no,6.46,9.35
TikTok,23,computer,winter,no,5.53,2.35
TikTok,23,mobile,summer,yes,5.0,11.94
YouTube,21,mobile,fall,yes,12.27,4.43
YouTube,38,computer,summer,yes,10.78,65.13
Facebook,28,mobile,fall,no,5.11,3.6
YouTube,16,computer,fall,yes,13.09,85.98
TikTok,15,mobile,fall,yes,1.7,5.36
Instagram,31,mobile,spring,no,5.26,4.81
YouTube,21,computer,winter,no,9.3,10.1
TikTok,20,mobile,spring,no,4.2,11.36
TikTok,19,mobile,summer,no,5.65,3.73
TikTok,24,mobile,spring,no,1.91,7.31
Facebook,14,computer,fall,no,2.32,15.54
Instagram,25,mobile,summer,no,8.12,24.33
TikTok,20,mobile,fall,yes,1.38,6.36
Facebook,38,computer,spring,no,5.57,2.3
YouTube,21,mobile,summer,no,5.45,5.01
Instagram,24,computer,summer,yes,4.68,10.9
TikTok,15,mobile,winter,no,5.0,18.55
YouTube,33,mobile,winter,no,14.39,2.9
YouTube,44,mobile,winter,no,13.85,11.32
Instagram,24,computer,winter,no,6.51,20.22
TikTok,22,mobile,summer,no,6.7,7.47
TikTok,16,mobile,winter,no,0.93,4.21
Facebook,29,mobile,summer,no,6.61,4.2
YouTube,34,computer,winter,no,13.4,12.32
Instagram,24,mobile,summer,no,7.02,5.59
Facebook,35,mobile,summer,no,2.18,8.92
YouTube,27,mobile,winter,no,6.81,15.75
TikTok,13,mobile,summer,no,0.79,3.4
Twitter,39,computer,winter,no,3.01,1.88
TikTok,15,mobile,fall,yes,6.53,0.67
YouTube,20,mobile,summer,no,14.51,13.03
Twitter,37,mobile,spring,no,3.08,6.42
TikTok,19,mobile,spring,no,3.05,3.57
Instagram,22,mobile,summer,no,4.05,0.77
TikTok,16,mobile,fall,no,6.65,17.19
Facebook,39,mobile,winter,no,5.91,11.46
TikTok,13,mobile,winter,yes,1.62,7.06
YouTube,18,computer,winter,no,11.11,6.39
Instagram,21,mobile,summer,yes,7.36,8.5
Facebook,25,mobile,winter,no,2.09,4.23
YouTube,30,computer,summer,yes,9.22,2.01
YouTube,15,mobile,spring,yes,14.97,5.97
TikTok,18,mobile,spring,yes,4.7,11.04
YouTube,16,mobile,winter,yes,9.82,18.35
YouTube,39,computer,spring,yes,10.15,25.04
YouTube,28,computer,summer,no,14.33,56.59
YouTube,26,computer,fall,yes,14.79,7.13
Facebook,19,mobile,summer,no,3.49,4.94
YouTube,26,computer,winter,no,6.05,10.87
TikTok,20,mobile,fall,no,7.91,22.32
Instagram,23,computer,fall,no,4.46,6.35
TikTok,17,mobile,winter,no,4.34,8.69
YouTube,27,mobile,summer,yes,6.22,6.11
TikTok,18,mobile,summer,no,6.15,10.42
Facebook,19,mobile,winter,no,6.91,11.41
Instagram,25,mobile,summer,no,6.35,0.77
Instagram,26,mobile,winter,no,7.75,14.29
TikTok,18,mobile,summer,no,3.14,6.58
YouTube,31,computer,winter,yes,8.8,11.13
TikTok,18,computer,summer,yes,2.44,1.76
Instagram,27,mobile,winter,no,8.93,12.61
YouTube,37,mobile,summer,no,7.62,6.92
Facebook,57,mobile,fall,no,2.11,18.26
Facebook,12,mobile,winter,no,6.61,7.65
TikTok,20,mobile,summer,yes,3.01,1.95
Instagram,25,mobile,winter,no,4.55,4.02
TikTok,22,mobile,summer,no,6.04,2.54
Facebook,20,computer,summer,no,6.12,5.34
TikTok,21,mobile,fall,no,0.7,3.49
TikTok,23,mobile,fall,yes,1.69,0.65
YouTube,23,computer,fall,yes,12.94,7.24
Twitter,45,computer,winter,no,2.62,0.99
TikTok,18,mobile,spring,yes,2.68,6.31
TikTok,16,computer,spring,no,6.81,3.27
TikTok,22,mobile,winter,no,3.42,17.44
YouTube,27,mobile,winter,yes,10.59,2.68
TikTok,17,mobile,fall,yes,1.46,5.89
TikTok,14,mobile,summer,yes,0.42,0.4
TikTok,15,mobile,winter,yes,4.5,16.29
YouTube,12,mobile,summer,yes,6.19,7.81
YouTube,40,computer,fall,yes,13.93,3.66
Instagram,41,mobile,fall,no,7.02,20.09
YouTube,33,computer,winter,yes,5.06,20.37
TikTok,20,computer,summer,yes,4.85,3.85
Instagram,32,mobile,summer,no,4.38,31.11
YouTube,13,mobile,summer,no,12.86,7.89
TikTok,16,computer,fall,yes,3.82,3.79
TikTok,18,mobile,summer,yes,5.86,8.15
TikTok,15,mobile,fall,yes,2.21,6.45
YouTube,36,computer,summer,yes,10.53,15.81
TikTok,18,mobile,summer,no,3.1,2.67
TikTok,16,mobile,winter,yes,4.82,3.64
Instagram,31,computer,winter,yes,3.47,14.66
YouTube,58,mobile,winter,yes,12.97,10.05
YouTube,40,computer,fall,no,13.59,15.24
Instagram,24,computer,fall,no,7.12,11.85
Instagram,38,mobile,fall,yes,4.18,6.89
TikTok,15,mobile,spring,yes,1.92,2.39
Instagram,25,mobile,summer,no,3.11,14.88
Facebook,30,mobile,winter,no,4.66,14.25
Instagram,19,computer,winter,no,8.8,23.33
TikTok,15,mobile,winter,yes,0.97,9.74
TikTok,16,mobile,summer,no,4.82,2.47
TikTok,18,mobile,summer,no,3.66,15.84
TikTok,14,mobile,fall,no,0.03,0.12
TikTok,17,computer,fall,no,3.34,1.54
YouTube,25,mobile,spring,no,7.45,14.12
YouTube,21,computer,fall,yes,6.64,15.88
YouTube,39,computer,summer,no,14.9,7.59
TikTok,20,mobile,winter,no,6.47,38.17
YouTube,40,computer,summer,yes,5.63,8.32
YouTube,24,computer,spring,yes,6.17,3.3
YouTube,24,computer,summer,yes,5.77,10.69
Instagram,30,mobile,winter,yes,5.53,5.32
Instagram,23,mobile,winter,no,8.61,31.63
Twitter,41,mobile,spring,yes,3.72,3.45
Facebook,32,mobile,winter,no,6.83,8.49
YouTube,31,computer,winter,no,6.61,66.92
TikTok,17,mobile,winter,no,4.07,3.22
Facebook,38,computer,winter,no,3.38,18.84
Facebook,34,computer,fall,no,6.01,10.16
TikTok,22,computer,spring,yes,1.47,0.74
TikTok,19,mobile,spring,yes,3.3,12.9
YouTube,29,computer,fall,no,7.65,7.19
TikTok,22,mobile,spring,yes,7.36,32.46
Instagram,28,mobile,summer,no,7.09,6.39
YouTube,41,computer,fall,yes,7.52,49.75
Facebook,28,mobile,fall,no,2.05,4.46
Instagram,20,mobile,winter,no,6.28,4.92
Facebook,28,mobile,summer,no,3.78,6.12
TikTok,21,mobile,summer,yes,6.7,2.99
TikTok,17,mobile,spring,yes,5.17,1.69
TikTok,20,mobile,fall,no,3.56,10.0
Instagram,32,mobile,winter,no,8.16,17.91
YouTube,41,mobile,summer,yes,10.31,28.78
Instagram,32,mobile,winter,yes,4.78,6.71
YouTube,36,mobile,fall,no,11.09,10.47
Instagram,29,computer,spring,no,3.44,9.41
TikTok,25,mobile,winter,yes,6.61,23.04
YouTube,47,computer,winter,no,10.83,35.59
Facebook,12,mobile,winter,yes,2.08,8.33
Facebook,35,mobile,summer,yes,5.39,6.58
YouTube,25,mobile,spring,no,5.88,8.32
Facebook,25,computer,summer,no,2.25,3.76
TikTok,19,mobile,winter,yes,6.63,4.7
Facebook,28,mobile,summer,no,3.79,3.7
YouTube,37,mobile,fall,no,12.97,4.69
YouTube,12,mobile,winter,yes,5.28,16.04
Instagram,26,computer,winter,no,5.04,2.4
YouTube,31,computer,spring,no,5.37,21.54
YouTube,33,computer,spring,no,10.47,11.19
Facebook,44,computer,summer,no,3.01,3.77
Instagram,26,mobile,winter,yes,8.93,41.35
TikTok,15,mobile,winter,no,2.12,2.93
YouTube,32,computer,summer,yes,11.2,13.34
Instagram,21,mobile,spring,no,4.62,7.06
Facebook,14,mobile,summer,yes,3.64,2.29
TikTok,20,mobile,fall,no,5.99,10.56
YouTube,35,computer,winter,yes,5.17,25.77
TikTok,16,mobile,fall,yes,7.3,10.0
Facebook,31,computer,winter,no,4.99,16.75
