socialmedia,age,mobile,season,newcustomer,adcost,adrevenue
Instagram,20,mobile,summer,yes,7.75,3.65
Instagram,23,mobile,fall,yes,5.38,0.52
TikTok,25,mobile,winter,no,4.31,5.93
TikTok,15,mobile,spring,yes,4.9,3.78
Instagram,27,mobile,spring,no,4.15,17.93
YouTube,29,computer,fall,no,14.11,9.8
YouTube,26,mobile,winter,no,12.68,20.23
Facebook,29,mobile,summer,no,6.85,5.18
Facebook,35,computer,spring,no,5.13,2.23
Instagram,26,mobile,fall,yes,6.98,11.67
YouTube,34,mobile,summer,yes,8.62,6.15
YouTube,28,computer,winter,yes,5.34,24.64
YouTube,32,computer,summer,no,9.85,23.33
YouTube,31,computer,winter,yes,5.59,11.43
YouTube,38,computer,fall,no,11.89,10.03
Facebook,24,mobile,spring,no,2.69,4.64
TikTok,17,mobile,fall,no,5.09,4.05
Instagram,31,mobile,winter,yes,5.15,5.24
YouTube,21,computer,fall,no,9.35,17.5
Twitter,43,mobile,summer,yes,2.09,19.16
Facebook,22,mobile,winter,no,3.22,12.45
Facebook,32,computer,summer,no,5.38,6.41
YouTube,34,mobile,winter,no,9.28,11.01
YouTube,39,computer,spring,yes,14.73,29.19
YouTube,29,mobile,summer,yes,12.49,7.72
YouTube,46,computer,summer,no,6.44,34.49
YouTube,29,mobile,fall,yes,13.18,10.02
Instagram,22,computer,summer,no,7.43,13.52
YouTube,33,computer,fall,yes,11.47,75.61
TikTok,18,mobile,summer,yes,7.71,10.62
YouTube,35,computer,fall,no,13.86,93.28
Facebook,30,computer,fall,no,2.99,6.23
Facebook,45,computer,winter,no,5.2,9.56
YouTube,46,mobile,spring,yes,13.13,4.19
Instagram,31,computer,summer,no,3.25,16.93
Instagram,25,mobile,fall,no,7.67,5.95
YouTube,34,computer,fall,no,7.48,16.21
YouTube,37,computer,fall,yes,9.01,38.27
TikTok,23,mobile,summer,yes,2.59,10.05
Facebook,31,computer,winter,no,4.02,15.37
TikTok,17,mobile,summer,yes,2.21,0.93
Facebook,17,computer,winter,no,3.8,3.28
YouTube,37,computer,winter,no,7.31,4.72
YouTube,31,computer,winter,no,6.11,40.8
YouTube,36,computer,fall,no,5.47,25.72
YouTube,47,computer,winter,yes,7.72,6.21
YouTube,12,computer,spring,yes,10.36,9.44
YouTube,38,computer,spring,no,10.17,22.82
YouTube,43,mobile,spring,yes,11.05,10.91
Facebook,44,mobile,fall,no,6.08,11.11
Facebook,23,mobile,fall,yes,3.88,2.65
Instagram,25,mobile,summer,no,7.52,11.21
Facebook,36,computer,summer,no,6.46,3.99
Facebook,32,mobile,summer,no,4.28,3.57
TikTok,12,mobile,summer,yes,7.97,25.07
Instagram,30,computer,fall,no,5.38,9.37
TikTok,21,mobile,fall,no,0.26,1.85
TikTok,17,mobile,fall,no,5.25,11.13
YouTube,47,mobile,spring,no,14.4,20.01
TikTok,29,mobile,summer,no,3.85,1.78
YouTube,32,mobile,fall,no,14.49,50.22
Facebook,14,mobile,summer,no,3.18,8.88
Facebook,32,mobile,spring,no,2.22,8.77
TikTok,19,mobile,fall,yes,6.3,9.59
Instagram,26,mobile,winter,yes,7.49,15.52
TikTok,22,mobile,spring,no,0.98,1.89
Facebook,27,mobile,summer,no,3.62,5.82
Facebook,32,mobile,winter,yes,5.73,11.45
TikTok,17,mobile,fall,yes,7.72,14.58
TikTok,22,mobile,winter,yes,3.41,7.24
TikTok,16,mobile,fall,no,6.65,24.48
YouTube,29,computer,winter,no,8.68,7.7
Instagram,28,mobile,spring,no,8.74,14.61
TikTok,17,computer,winter,yes,2.43,1.42
TikTok,17,mobile,winter,no,2.49,12.91
TikTok,16,mobile,summer,no,0.44,4.73
YouTube,37,computer,spring,no,10.11,3.39
Instagram,28,mobile,winter,no,4.72,9.91
TikTok,22,mobile,fall,yes,1.02,0.8
Facebook,17,mobile,winter,no,4.96,3.81
Facebook,31,computer,spring,no,5.41,10.06
TikTok,15,mobile,summer,yes,4.59,18.15
YouTube,38,computer,spring,no,13.95,47.28
TikTok,19,mobile,winter,no,4.56,14.77
YouTube,25,computer,spring,no,8.25,18.87
TikTok,13,mobile,winter,no,7.82,16.22
YouTube,48,computer,spring,no,13.25,82.64
Instagram,29,computer,summer,yes,6.17,13.9
Twitter,36,mobile,winter,no,2.83,2.64
YouTube,33,mobile,summer,no,8.46,12.42
TikTok,21,mobile,spring,yes,5.21,4.43
YouTube,29,computer,summer,no,13.57,5.54
TikTok,20,mobile,spring,yes,6.44,2.04
YouTube,28,computer,summer,no,9.38,3.45
YouTube,21,computer,fall,no,13.84,8.81
TikTok,19,computer,summer,yes,2.0,3.46
YouTube,35,computer,winter,yes,10.9,18.63
TikTok,18,mobile,fall,yes,2.51,3.49
Instagram,31,mobile,fall,no,3.81,4.99
Twitter,47,mobile,spring,no,3.6,5.21
TikTok,21,mobile,spring,yes,6.1,14.6
Instagram,31,mobile,spring,no,6.47,13.43
Instagram,18,mobile,summer,no,4.27,10.0
YouTube,23,computer,fall,no,10.2,16.29
Facebook,21,computer,summer,no,5.56,12.5
Instagram,25,computer,fall,no,6.73,5.03
TikTok,19,mobile,winter,no,5.18,10.41
TikTok,16,mobile,spring,no,4.74,18.27
TikTok,20,mobile,winter,no,6.69,6.73
TikTok,17,mobile,summer,yes,2.74,9.36
YouTube,31,mobile,winter,no,6.87,41.63
YouTube,30,computer,summer,no,11.89,9.13
YouTube,23,mobile,summer,no,11.18,10.02
YouTube,28,computer,fall,no,5.34,15.95
YouTube,32,computer,winter,no,7.91,16.19
Facebook,21,mobile,winter,no,6.14,5.49
Twitter,45,computer,spring,no,2.49,5.7
Instagram,25,mobile,summer,yes,5.84,8.15
Twitter,42,computer,fall,no,1.98,2.03
Facebook,33,mobile,winter,no,5.81,17.07
YouTube,23,mobile,spring,no,13.43,18.55
YouTube,33,mobile,winter,no,6.21,1.47
YouTube,21,computer,winter,no,8.52,19.03
Twitter,37,computer,winter,no,2.54,5.19
Instagram,27,mobile,fall,no,3.23,5.45
YouTube,60,computer,spring,no,8.72,21.39
TikTok,14,mobile,fall,no,6.72,13.81
YouTube,48,computer,summer,no,11.28,52.51
YouTube,33,mobile,fall,no,6.07,3.72
Facebook,35,computer,spring,no,4.31,11.9
Facebook,34,computer,spring,no,5.32,10.17
TikTok,18,mobile,spring,yes,4.29,3.45
YouTube,43,computer,spring,yes,6.71,5.48
Twitter,42,mobile,fall,no,2.4,7.71
Facebook,26,mobile,winter,no,6.81,19.02
TikTok,16,mobile,summer,yes,5.38,28.42
YouTube,36,mobile,fall,yes,13.82,6.04
YouTube,28,computer,fall,no,12.67,40.13
Instagram,29,mobile,spring,yes,6.29,13.86
Facebook,26,mobile,fall,no,5.05,1.03
YouTube,28,computer,winter,yes,11.3,53.95
TikTok,21,mobile,spring,no,4.16,6.85
YouTube,30,computer,winter,no,14.13,37.33
YouTube,42,computer,fall,yes,14.92,31.14
Instagram,23,mobile,fall,yes,4.76,9.48
TikTok,23,mobile,spring,yes,7.71,0.47
Instagram,21,computer,spring,no,8.53,5.81
Facebook,24,computer,winter,no,6.05,9.93
Twitter,22,mobile,fall,no,3.58,21.08
TikTok,23,mobile,spring,yes,0.92,1.49
Facebook,35,mobile,winter,no,6.83,3.89
Facebook,17,computer,fall,no,6.51,8.97
Facebook,24,mobile,winter,no,3.44,7.93
Instagram,26,mobile,fall,no,8.02,8.66
TikTok,18,mobile,summer,yes,2.29,2.75
TikTok,18,mobile,winter,yes,7.04,14.46
Facebook,35,computer,winter,no,6.06,15.38
Facebook,21,computer,spring,no,2.67,1.75
Instagram,39,computer,summer,no,5.86,1.8
TikTok,18,computer,summer,yes,1.4,0.7
YouTube,26,computer,fall,yes,9.66,18.33
Instagram,27,mobile,fall,no,8.87,0.99
YouTube,27,computer,spring,yes,13.61,83.1
TikTok,14,mobile,fall,yes,4.45,12.85
TikTok,22,mobile,spring,yes,7.55,5.77
Twitter,38,mobile,summer,no,3.99,4.36
Instagram,31,mobile,spring,yes,7.42,28.34
Twitter,39,mobile,fall,yes,1.26,3.22
TikTok,20,mobile,spring,yes,1.01,5.13
TikTok,15,mobile,winter,no,6.4,3.18
Facebook,30,computer,fall,no,5.37,6.79
Instagram,13,mobile,winter,yes,5.56,2.19
YouTube,10,computer,summer,no,11.19,69.16
Instagram,22,mobile,spring,no,7.05,22.84
TikTok,17,mobile,summer,yes,7.7,8.75
Instagram,27,mobile,summer,yes,3.34,28.58
Instagram,28,mobile,winter,no,7.87,29.69
Facebook,22,mobile,winter,no,5.73,16.87
TikTok,17,mobile,winter,no,4.81,11.89
TikTok,20,mobile,spring,yes,5.93,11.23
YouTube,33,mobile,winter,no,9.89,1.58
Instagram,26,mobile,fall,no,5.18,20.75
TikTok,16,mobile,spring,no,4.61,10.22
YouTube,22,mobile,spring,yes,9.35,9.82
YouTube,37,computer,winter,yes,7.4,3.01
Facebook,28,mobile,summer,yes,6.53,9.13
TikTok,19,mobile,fall,no,5.04,6.23
Twitter,39,computer,summer,no,2.9,4.02
TikTok,17,mobile,winter,yes,4.98,5.01
Instagram,28,mobile,fall,no,3.31,2.9
Instagram,26,mobile,winter,no,4.63,11.24
Instagram,23,mobile,winter,yes,4.98,9.17
YouTube,10,computer,summer,no,11.63,31.28
TikTok,18,mobile,spring,no,4.65,25.83
TikTok,25,mobile,spring,yes,7.31,5.31
Facebook,21,mobile,spring,no,6.51,2.22
Facebook,24,mobile,fall,no,2.28,8.78
YouTube,31,computer,summer,yes,14.61,57.07
YouTube,39,mobile,spring,no,10.55,8.71
YouTube,16,mobile,winter,no,13.12,17.02
Facebook,33,computer,winter,no,3.37,5.99
TikTok,22,computer,winter,no,0.84,1.65
YouTube,14,computer,summer,yes,10.3,14.81
TikTok,13,mobile,spring,yes,0.34,3.96
Instagram,19,mobile,spring,no,6.26,31.95
TikTok,23,mobile,fall,yes,6.08,2.28
Facebook,37,mobile,winter,no,4.42,8.73
YouTube,34,computer,spring,yes,12.76,7.86
TikTok,18,mobile,spring,yes,4.84,0.28
YouTube,15,computer,summer,yes,8.11,11.91
TikTok,16,mobile,winter,yes,4.51,9.11
YouTube,28,computer,fall,no,10.16,15.18
YouTube,18,mobile,spring,no,12.11,5.26
YouTube,38,computer,summer,no,9.52,26.17
TikTok,22,mobile,fall,yes,3.96,2.12
TikTok,18,mobile,fall,no,7.01,19.54
YouTube,20,computer,fall,yes,14.29,96.36
Facebook,20,mobile,spring,no,2.42,7.12
Instagram,27,mobile,winter,no,3.04,9.02
Facebook,23,mobile,summer,no,3.5,1.83
YouTube,41,computer,summer,yes,10.41,21.4
YouTube,27,mobile,fall,no,8.54,9.25
TikTok,12,mobile,fall,yes,6.02,38.81
TikTok,17,mobile,summer,yes,6.49,52.34
Instagram,24,mobile,winter,no,3.31,11.5
TikTok,10,computer,winter,no,7.79,2.28
Instagram,24,mobile,summer,no,7.27,1.48
YouTube,36,computer,spring,yes,6.38,23.43
YouTube,39,computer,winter,no,13.2,72.6
YouTube,32,computer,fall,no,9.43,27.36
TikTok,20,mobile,summer,yes,0.31,2.51
YouTube,21,computer,fall,yes,9.2,9.21
TikTok,16,mobile,summer,no,5.36,3.51
YouTube,33,computer,summer,no,12.89,19.31
YouTube,49,mobile,winter,no,9.34,8.03
YouTube,28,mobile,summer,no,8.16,18.04
TikTok,21,mobile,fall,no,1.48,1.69
Facebook,28,computer,fall,no,3.21,1.14
YouTube,32,mobile,spring,no,7.69,11.5
Instagram,27,computer,winter,no,7.59,22.25
TikTok,20,mobile,spring,yes,6.07,8.72
TikTok,18,mobile,fall,no,0.35,0.37
Instagram,26,mobile,summer,yes,7.47,3.93
YouTube,31,computer,winter,no,5.14,21.77
TikTok,17,mobile,spring,no,1.06,11.41
Facebook,27,mobile,fall,no,2.13,5.75
TikTok,16,mobile,winter,yes,2.87,14.03
TikTok,22,computer,summer,no,3.15,2.09
YouTube,31,computer,spring,yes,9.02,34.09
TikTok,23,mobile,winter,yes,6.31,1.86
TikTok,20,mobile,summer,yes,0.62,1.42
Twitter,26,computer,spring,no,1.47,3.02
Instagram,30,mobile,winter,yes,3.72,9.57
YouTube,24,computer,spring,no,10.67,32.65
Facebook,29,computer,spring,no,2.49,9.02
TikTok,18,mobile,spring,no,5.44,20.24
YouTube,32,mobile,spring,yes,12.08,10.0
Twitter,43,mobile,winter,yes,2.47,6.2
Facebook,27,mobile,fall,no,3.67,7.69
YouTube,26,mobile,spring,yes,6.82,10.73
Instagram,31,mobile,fall,yes,7.06,12.9
Facebook,28,computer,spring,no,3.5,1.16
Instagram,23,mobile,winter,yes,6.43,2.47
Facebook,46,computer,winter,no,3.14,4.3
Facebook,29,mobile,winter,no,3.39,6.25
Twitter,44,mobile,spring,yes,3.51,13.64
Facebook,35,computer,summer,yes,5.74,15.89
Instagram,34,mobile,summer,no,6.42,17.42
YouTube,40,computer,winter,yes,6.92,32.54
TikTok,17,mobile,winter,no,3.97,2.59
TikTok,25,computer,winter,yes,7.54,5.06
TikTok,16,mobile,summer,yes,2.38,5.32
TikTok,14,mobile,winter,yes,0.27,5.48
Instagram,31,computer,winter,yes,4.47,6.68
YouTube,38,mobile,fall,yes,9.22,26.32
YouTube,28,computer,fall,no,5.99,4.31
Instagram,25,computer,spring,yes,4.73,10.3
Twitter,48,mobile,fall,no,2.28,4.83
TikTok,14,mobile,winter,yes,5.95,4.7
Instagram,34,mobile,fall,no,5.16,16.18
YouTube,29,computer,fall,yes,9.85,13.44
YouTube,33,computer,winter,yes,7.45,18.35
YouTube,32,mobile,summer,no,12.25,9.97
Facebook,35,computer,summer,no,4.23,1.14
TikTok,25,mobile,spring,no,5.87,11.82
Instagram,22,mobile,winter,no,7.25,7.51
YouTube,29,mobile,winter,no,11.74,19.7
YouTube,38,computer,fall,no,9.1,14.18
Facebook,39,mobile,spring,yes,6.27,4.89
Instagram,24,mobile,summer,yes,8.48,6.69
Instagram,25,mobile,summer,no,3.18,0.8
YouTube,30,computer,summer,no,11.79,11.49
YouTube,39,computer,fall,yes,14.39,14.7
Instagram,30,mobile,winter,no,3.95,3.43
YouTube,32,computer,winter,yes,14.94,24.17
Facebook,31,mobile,summer,no,3.45,0.52
Instagram,27,mobile,summer,yes,5.42,18.29
TikTok,19,computer,winter,no,2.9,9.15
Instagram,27,mobile,summer,yes,4.6,3.63
TikTok,20,mobile,winter,yes,1.21,9.46
Facebook,24,mobile,summer,no,5.51,3.73
TikTok,17,computer,winter,yes,6.98,12.84
Instagram,25,mobile,summer,no,7.86,10.58
TikTok,16,mobile,winter,no,6.21,9.55
TikTok,18,mobile,spring,yes,1.14,5.4
YouTube,34,computer,summer,yes,12.95,9.4
Facebook,33,computer,winter,no,2.13,2.89
TikTok,18,mobile,spring,yes,6.16,4.54
YouTube,36,computer,spring,yes,14.86,15.64
Facebook,34,mobile,spring,no,2.13,12.31
Facebook,31,computer,winter,no,3.71,3.09
TikTok,17,computer,winter,yes,0.35,4.3
YouTube,29,mobile,spring,no,8.66,18.56
TikTok,20,mobile,spring,yes,5.45,5.54
YouTube,25,computer,summer,yes,5.35,12.05
Instagram,33,mobile,spring,yes,6.72,16.3
Instagram,35,mobile,spring,no,4.97,16.15
Facebook,38,mobile,fall,no,4.65,8.49
YouTube,24,mobile,spring,yes,8.3,20.52
TikTok,18,computer,summer,no,5.81,7.63
YouTube,47,mobile,summer,no,11.24,8.55
Twitter,31,mobile,fall,no,3.27,8.08
YouTube,30,computer,fall,yes,11.34,28.93
YouTube,40,mobile,summer,yes,7.35,9.56
TikTok,15,computer,fall,no,5.54,5.32
YouTube,31,mobile,spring,no,10.25,7.99
Facebook,36,mobile,fall,no,4.93,2.23
Facebook,28,computer,summer,no,6.7,21.07
Facebook,39,computer,spring,no,2.39,5.06
TikTok,19,mobile,winter,yes,3.67,35.73
TikTok,19,mobile,spring,no,2.67,2.32
TikTok,25,mobile,spring,yes,2.69,5.7
YouTube,24,computer,summer,no,12.77,47.94
Instagram,23,mobile,winter,yes,7.17,21.17
Twitter,35,computer,winter,no,3.91,18.68
Facebook,33,computer,spring,no,3.16,12.01
TikTok,20,mobile,winter,yes,4.13,7.93
YouTube,30,mobile,summer,no,12.17,6.23
YouTube,30,mobile,spring,no,10.4,54.66
Twitter,48,mobile,fall,no,2.57,10.12
YouTube,43,computer,winter,no,10.19,31.29
YouTube,45,mobile,winter,yes,14.42,16.92
Twitter,41,mobile,spring,yes,2.57,0.8
Instagram,24,computer,fall,no,3.09,3.29
YouTube,32,mobile,winter,no,13.02,44.81
TikTok,19,mobile,fall,yes,4.46,2.26
YouTube,43,mobile,winter,no,6.43,11.14
YouTube,33,computer,summer,no,9.12,9.71
TikTok,20,mobile,spring,no,7.03,21.24
YouTube,44,computer,winter,yes,6.66,7.04
TikTok,25,mobile,spring,yes,3.96,9.59
TikTok,18,mobile,spring,yes,6.48,29.29
Facebook,22,mobile,summer,no,5.9,3.65
Twitter,37,mobile,fall,no,2.89,4.19
Instagram,25,mobile,fall,no,4.93,12.65
Instagram,23,mobile,summer,yes,3.31,4.38
TikTok,21,mobile,spring,no,4.71,10.85
TikTok,18,mobile,fall,yes,4.4,6.45
Instagram,30,mobile,spring,no,7.71,30.3
TikTok,17,mobile,winter,no,3.69,4.89
TikTok,18,mobile,summer,no,5.01,19.35
TikTok,16,mobile,winter,no,2.79,18.91
Instagram,25,mobile,winter,no,3.17,16.87
YouTube,17,mobile,spring,no,5.51,5.44
Facebook,32,mobile,winter,no,6.06,11.36
YouTube,41,computer,fall,no,10.39,26.76
TikTok,25,mobile,fall,no,3.4,2.84
YouTube,24,mobile,spring,yes,5.53,2.93
YouTube,35,computer,spring,yes,8.58,26.2
TikTok,21,mobile,spring,no,6.09,12.04
