socialmedia,age,mobile,season,newcustomer,adcost,adrevenue
Facebook,28,mobile,summer,yes,4.06,5.41
YouTube,10,mobile,summer,yes,7.99,6.91
Facebook,32,computer,spring,no,5.61,6.75
TikTok,20,mobile,spring,no,2.09,4.79
Facebook,20,computer,spring,no,4.34,4.82
TikTok,17,mobile,fall,no,4.16,6.75
YouTube,33,computer,winter,no,10.91,9.82
Facebook,20,computer,fall,no,2.44,0.49
Instagram,27,mobile,winter,no,7.76,4.93
Facebook,28,computer,summer,yes,6.94,0.98
TikTok,24,computer,winter,yes,4.26,1.31
Instagram,28,computer,winter,yes,7.26,12.81
YouTube,29,mobile,winter,no,12.76,23.3
TikTok,16,computer,summer,no,4.37,0.83
TikTok,22,mobile,fall,yes,0.25,1.42
Instagram,27,mobile,winter,yes,7.07,13.47
YouTube,40,computer,spring,yes,6.57,17.12
TikTok,12,mobile,spring,yes,1.49,4.91
TikTok,18,mobile,winter,yes,4.57,7.99
YouTube,33,computer,winter,no,6.35,11.87
TikTok,23,mobile,summer,yes,7.51,4.52
TikTok,21,mobile,summer,yes,1.98,0.65
TikTok,20,mobile,summer,no,3.81,11.51
TikTok,23,mobile,summer,no,2.81,2.06
YouTube,29,computer,spring,no,8.26,26.47
TikTok,24,mobile,fall,yes,0.83,0.84
Twitter,36,computer,winter,no,3.76,8.41
Twitter,43,computer,spring,yes,2.6,3.44
YouTube,37,mobile,spring,no,6.7,5.99
Facebook,19,computer,spring,no,6.01,8.77
Instagram,26,mobile,spring,no,4.2,5.11
YouTube,29,computer,fall,no,13.03,24.23
YouTube,33,computer,winter,yes,14.74,31.66
TikTok,19,computer,fall,no,0.1,2.04
TikTok,13,mobile,summer,no,2.92,0.98
YouTube,27,mobile,spring,no,6.22,7.37
YouTube,25,computer,fall,yes,11.54,60.29
TikTok,14,mobile,fall,yes,2.31,3.39
Facebook,14,computer,winter,no,4.77,6.79
Instagram,24,mobile,fall,yes,8.87,16.93
Facebook,33,mobile,winter,no,5.18,14.85
TikTok,14,mobile,summer,no,4.74,9.62
Facebook,31,mobile,winter,no,3.79,1.69
YouTube,33,mobile,spring,no,6.26,9.21
Instagram,32,computer,fall,no,4.05,3.41
TikTok,11,mobile,fall,no,5.39,3.76
Instagram,29,computer,spring,no,3.71,3.51
Facebook,38,mobile,fall,no,5.34,2.07
Facebook,32,mobile,summer,no,6.63,20.11
Twitter,24,mobile,spring,no,2.35,1.3
TikTok,22,mobile,winter,no,1.82,6.83
YouTube,34,computer,spring,no,11.33,34.67
Twitter,34,mobile,fall,no,3.04,6.34
Instagram,19,mobile,fall,no,6.1,25.58
Instagram,21,mobile,summer,no,8.73,37.29
Facebook,32,mobile,spring,no,2.14,1.94
YouTube,28,mobile,summer,no,14.98,19.7
Facebook,37,computer,summer,no,5.85,12.26
YouTube,22,mobile,fall,yes,5.31,5.5
Facebook,31,mobile,spring,yes,3.77,4.88
Instagram,20,computer,summer,no,8.3,1.9
Instagram,27,mobile,spring,no,7.58,2.86
Instagram,31,computer,spring,no,6.82,14.24
Facebook,34,mobile,fall,no,3.53,32.13
YouTube,40,computer,fall,yes,12.79,17.33
YouTube,48,computer,fall,no,13.97,52.69
TikTok,17,mobile,winter,yes,2.88,9.54
Facebook,37,computer,fall,no,2.76,32.95
Instagram,34,mobile,spring,no,6.86,17.92
YouTube,61,mobile,winter,no,8.11,5.17
Instagram,35,computer,spring,yes,5.4,8.89
Instagram,41,computer,winter,yes,6.02,29.19
TikTok,12,mobile,spring,yes,2.94,9.52
YouTube,35,computer,summer,no,7.35,5.33
Facebook,33,computer,spring,no,2.95,5.89
TikTok,16,mobile,winter,no,3.54,3.7
TikTok,23,computer,spring,no,4.65,3.58
Facebook,32,mobile,spring,yes,6.96,12.99
TikTok,18,mobile,summer,no,0.56,1.01
TikTok,18,mobile,spring,no,5.56,5.35
Instagram,40,mobile,spring,yes,5.11,20.11
Instagram,36,mobile,spring,no,6.85,10.93
TikTok,24,mobile,spring,yes,3.91,19.38
YouTube,26,computer,winter,yes,9.57,16.91
TikTok,20,mobile,winter,yes,4.33,5.26
Instagram,37,mobile,summer,no,6.25,20.22
TikTok,16,mobile,summer,no,2.68,3.56
YouTube,32,mobile,spring,yes,8.92,3.76
YouTube,21,computer,fall,no,8.85,30.18
YouTube,24,computer,summer,no,10.46,10.42
Facebook,33,computer,spring,no,3.2,14.07
YouTube,45,computer,fall,no,12.6,20.12
YouTube,35,computer,summer,no,6.55,6.99
Instagram,28,mobile,fall,yes,4.64,11.51
TikTok,18,mobile,fall,no,4.6,18.72
YouTube,28,mobile,summer,yes,5.23,17.14
Instagram,20,mobile,fall,no,8.56,11.67
TikTok,17,mobile,fall,yes,6.16,7.88
YouTube,34,mobile,winter,yes,5.94,2.93
YouTube,20,mobile,winter,no,7.49,14.37
YouTube,26,mobile,winter,no,5.1,13.98
Instagram,29,computer,winter,yes,5.55,18.15
YouTube,35,mobile,spring,no,10.21,15.81
YouTube,34,computer,summer,no,10.36,72.52
TikTok,24,mobile,winter,yes,6.01,6.71
TikTok,20,mobile,spring,yes,7.52,13.21
Facebook,26,mobile,winter,no,5.34,10.21
Facebook,27,computer,spring,no,2.57,7.76
TikTok,19,mobile,summer,no,3.21,33.82
Facebook,44,mobile,summer,no,5.19,8.38
TikTok,24,computer,winter,yes,0.64,1.06
YouTube,25,mobile,spring,yes,11.61,5.17
YouTube,50,computer,fall,yes,13.04,39.48
TikTok,12,mobile,spring,yes,2.75,2.5
TikTok,19,computer,winter,yes,2.01,12.81
Instagram,25,mobile,summer,no,6.54,17.44
TikTok,18,mobile,winter,no,2.15,1.06
Instagram,20,mobile,fall,no,6.62,7.49
YouTube,23,mobile,winter,no,13.02,20.25
TikTok,25,mobile,summer,yes,0.31,1.34
Facebook,25,mobile,summer,no,6.19,2.2
TikTok,21,mobile,winter,no,4.57,9.85
YouTube,34,computer,summer,no,12.3,19.12
Instagram,37,computer,fall,no,5.69,0.75
TikTok,24,mobile,winter,no,1.36,3.35
TikTok,19,mobile,winter,yes,3.02,15.43
Instagram,19,mobile,winter,no,4.15,4.57
Instagram,23,computer,fall,no,3.77,7.97
YouTube,33,computer,summer,yes,8.74,29.75
TikTok,23,mobile,winter,no,6.38,15.33
Instagram,33,mobile,spring,yes,6.07,12.13
Instagram,25,mobile,spring,no,7.97,13.69
YouTube,32,mobile,winter,no,8.88,29.42
Facebook,37,mobile,spring,no,2.21,2.89
TikTok,21,mobile,spring,yes,1.4,4.42
YouTube,30,computer,summer,yes,13.71,8.09
Facebook,25,mobile,fall,no,4.44,13.93
TikTok,17,mobile,summer,yes,1.28,20.71
Instagram,36,mobile,summer,yes,5.7,15.64
YouTube,14,computer,spring,no,13.76,43.94
YouTube,32,mobile,winter,no,8.03,1.98
Facebook,29,computer,summer,no,5.51,12.21
YouTube,30,mobile,summer,no,10.9,33.03
TikTok,19,mobile,spring,no,7.88,5.68
YouTube,36,mobile,winter,yes,6.23,8.94
Twitter,34,mobile,spring,no,3.0,5.36
YouTube,45,computer,winter,yes,10.89,13.49
YouTube,35,computer,spring,yes,14.66,98.64
Facebook,26,computer,spring,no,2.27,17.37
TikTok,22,mobile,spring,yes,5.12,19.56
YouTube,31,computer,spring,yes,9.09,4.82
TikTok,20,mobile,winter,yes,2.23,6.18
Facebook,39,mobile,spring,no,4.61,2.89
TikTok,18,mobile,summer,yes,3.5,3.98
TikTok,17,mobile,winter,no,1.3,2.55
YouTube,35,computer,winter,yes,6.24,10.41
Instagram,20,mobile,summer,no,8.74,8.35
Facebook,27,computer,summer,no,4.24,2.57
TikTok,21,mobile,spring,no,5.38,15.68
Instagram,36,mobile,spring,no,4.33,3.32
TikTok,20,mobile,winter,no,7.59,9.11
Instagram,29,mobile,winter,no,6.57,9.49
TikTok,20,mobile,summer,yes,6.04,3.07
Facebook,25,mobile,spring,no,3.58,13.22
Instagram,21,mobile,summer,no,6.88,12.78
YouTube,35,mobile,winter,no,10.51,10.84
TikTok,10,mobile,fall,yes,2.89,4.02
TikTok,22,mobile,winter,no,6.11,14.05
Facebook,23,mobile,spring,no,5.81,8.54
TikTok,20,mobile,spring,yes,3.71,16.27
YouTube,20,mobile,summer,yes,6.19,4.61
Facebook,23,computer,spring,yes,4.43,9.02
TikTok,15,mobile,spring,yes,7.1,1.47
Instagram,26,computer,fall,yes,7.78,20.93
TikTok,19,mobile,fall,yes,6.7,7.77
TikTok,20,computer,fall,yes,5.73,7.37
TikTok,18,mobile,fall,yes,2.58,5.55
YouTube,27,computer,fall,yes,6.31,24.11
YouTube,18,computer,winter,no,13.43,41.37
TikTok,19,computer,winter,no,4.0,12.06
Instagram,26,mobile,winter,yes,5.12,16.79
YouTube,10,computer,fall,yes,14.05,49.35
YouTube,31,computer,winter,yes,8.19,8.03
TikTok,16,mobile,summer,yes,5.22,17.37
Instagram,21,mobile,fall,no,3.53,2.26
Facebook,29,computer,spring,no,3.51,11.17
TikTok,16,mobile,summer,no,2.54,2.67
Twitter,38,computer,spring,no,2.96,10.89
Facebook,30,mobile,fall,no,4.29,25.51
YouTube,24,mobile,winter,no,10.6,14.59
Twitter,45,computer,summer,no,2.23,14.13
TikTok,11,mobile,winter,no,6.58,16.82
Instagram,21,mobile,winter,no,7.72,19.96
Facebook,37,mobile,spring,no,2.69,3.07
Twitter,45,computer,winter,no,3.65,14.59
TikTok,20,computer,spring,no,3.05,5.3
TikTok,25,mobile,winter,yes,5.12,3.96
TikTok,21,mobile,fall,yes,5.56,4.59
Instagram,21,mobile,winter,no,6.9,6.04
YouTube,27,mobile,spring,no,6.33,17.69
YouTube,52,computer,fall,yes,9.46,10.97
TikTok,17,computer,spring,yes,7.76,2.29
TikTok,18,mobile,summer,no,4.52,1.36
YouTube,23,computer,fall,yes,13.68,46.11
Instagram,35,mobile,spring,no,7.5,23.25
YouTube,26,computer,winter,yes,11.59,4.47
Instagram,36,mobile,winter,no,5.27,5.73
Facebook,31,mobile,summer,no,5.81,9.24
Instagram,21,mobile,spring,yes,7.57,10.73
YouTube,46,mobile,winter,no,8.92,10.97
Instagram,22,mobile,winter,yes,5.38,6.78
YouTube,43,mobile,spring,no,8.96,7.89
Facebook,27,mobile,winter,no,6.7,5.38
YouTube,40,computer,summer,no,13.98,6.09
TikTok,15,mobile,fall,yes,7.95,46.03
Facebook,39,mobile,spring,no,3.28,1.55
TikTok,20,mobile,fall,no,4.62,8.9
Facebook,42,computer,summer,no,3.79,9.45
YouTube,21,computer,fall,yes,7.09,21.08
YouTube,55,computer,fall,no,10.5,21.3
Instagram,24,computer,spring,no,3.5,10.55
Facebook,31,mobile,winter,no,2.81,12.78
Instagram,25,mobile,fall,yes,4.18,5.65
Facebook,39,mobile,summer,no,4.99,8.08
TikTok,16,mobile,fall,yes,1.45,11.98
YouTube,21,computer,spring,yes,13.68,44.34
Twitter,33,computer,winter,no,3.68,9.35
TikTok,17,computer,winter,yes,2.6,2.93
Facebook,36,computer,fall,no,2.51,6.29
YouTube,46,computer,spring,yes,10.68,40.76
Facebook,27,mobile,fall,no,4.27,27.32
YouTube,38,computer,spring,no,9.09,17.67
Instagram,32,mobile,summer,no,4.51,38.66
TikTok,18,mobile,winter,yes,2.11,3.95
YouTube,34,computer,summer,no,9.61,12.64
YouTube,40,computer,summer,yes,6.34,24.5
Instagram,26,computer,summer,yes,4.12,4.46
YouTube,52,computer,fall,no,10.11,46.85
TikTok,19,computer,spring,yes,0.45,0.85
TikTok,22,mobile,winter,yes,0.1,2.42
Facebook,35,mobile,fall,no,4.04,3.86
Instagram,35,mobile,winter,yes,5.99,15.3
YouTube,35,computer,fall,yes,9.74,6.57
YouTube,23,mobile,winter,yes,8.1,16.48
YouTube,36,computer,winter,no,7.48,9.33
TikTok,27,mobile,spring,no,1.85,5.72
YouTube,30,mobile,spring,no,7.79,7.03
Instagram,14,mobile,winter,no,8.78,15.18
YouTube,58,computer,spring,no,6.66,7.16
Instagram,18,mobile,spring,no,4.6,0.35
YouTube,29,computer,fall,no,8.35,4.26
TikTok,13,mobile,spring,no,0.32,0.81
TikTok,18,mobile,spring,no,1.78,7.05
Facebook,43,mobile,winter,no,5.71,17.2
TikTok,18,mobile,winter,no,3.77,4.82
Facebook,36,computer,winter,yes,2.74,4.71
YouTube,10,computer,fall,yes,10.47,20.42
YouTube,10,computer,winter,yes,12.59,20.28
Instagram,27,mobile,summer,yes,6.81,6.46
Facebook,38,mobile,summer,no,4.1,7.32
Instagram,29,computer,summer,yes,3.76,4.82
Facebook,32,mobile,fall,no,6.91,7.86
Instagram,26,mobile,fall,no,5.19,35.57
YouTube,43,computer,fall,no,6.48,20.23
TikTok,18,mobile,winter,yes,3.32,14.51
YouTube,40,computer,summer,no,13.21,25.53
Instagram,32,mobile,winter,no,7.16,5.34
Instagram,26,computer,fall,yes,8.67,38.34
Facebook,30,computer,fall,no,5.72,1.4
YouTube,25,computer,summer,no,6.35,9.4
Facebook,20,computer,summer,yes,2.66,0.95
TikTok,13,mobile,spring,yes,0.6,4.56
Facebook,33,mobile,fall,no,2.82,5.77
Instagram,26,mobile,fall,no,8.1,15.44
YouTube,27,mobile,winter,no,10.29,18.04
Instagram,23,mobile,fall,no,5.25,0.95
YouTube,29,computer,spring,no,6.46,8.4
YouTube,34,computer,summer,no,6.23,19.28
TikTok,20,mobile,fall,yes,2.13,3.67
YouTube,35,computer,winter,no,9.91,14.51
TikTok,17,mobile,spring,no,2.02,4.25
TikTok,20,mobile,summer,yes,2.22,14.94
YouTube,31,computer,fall,no,9.5,27.71
YouTube,40,computer,winter,no,13.23,38.56
Instagram,26,mobile,summer,no,8.22,6.87
Instagram,26,computer,fall,no,6.32,12.93
Instagram,30,mobile,winter,yes,5.88,9.64
TikTok,20,mobile,fall,no,4.12,1.42
YouTube,29,mobile,spring,no,12.02,20.28
TikTok,20,mobile,fall,yes,4.34,2.33
Facebook,45,mobile,winter,no,2.98,1.75
YouTube,18,mobile,winter,no,13.25,16.63
YouTube,37,computer,fall,no,5.31,36.89
Facebook,14,mobile,spring,yes,5.49,4.93
YouTube,46,mobile,spring,yes,10.39,21.61
TikTok,21,mobile,summer,yes,6.12,15.93
Instagram,33,computer,spring,no,4.33,7.46
Twitter,29,mobile,spring,no,1.4,1.6
Instagram,30,mobile,spring,yes,8.01,0.58
TikTok,18,mobile,winter,yes,5.34,29.62
YouTube,47,computer,fall,yes,7.44,7.25
TikTok,16,mobile,winter,yes,4.12,12.11
Instagram,25,mobile,spring,yes,3.55,9.37
Facebook,35,mobile,winter,no,3.59,9.55
Instagram,32,computer,spring,yes,6.07,10.63
Facebook,29,mobile,fall,no,2.49,7.88
Instagram,30,mobile,winter,no,3.5,4.46
TikTok,17,mobile,summer,yes,3.06,3.93
TikTok,19,mobile,spring,yes,0.72,10.52
TikTok,24,mobile,spring,no,4.65,6.0
Instagram,29,mobile,fall,no,4.38,13.65
YouTube,17,computer,fall,no,12.11,7.59
Instagram,19,mobile,winter,no,5.03,0.28
TikTok,18,mobile,winter,yes,3.44,7.67
YouTube,32,computer,spring,yes,14.0,60.32
TikTok,20,mobile,spring,yes,1.27,6.44
Facebook,22,mobile,fall,yes,6.99,1.35
TikTok,19,mobile,summer,yes,7.46,24.07
Facebook,26,mobile,summer,yes,3.5,6.48
Instagram,34,mobile,summer,yes,8.76,13.24
Instagram,30,mobile,spring,no,8.85,5.02
YouTube,21,computer,spring,no,12.0,5.94
YouTube,37,computer,summer,no,7.25,22.61
TikTok,16,mobile,winter,no,2.33,9.24
Facebook,34,mobile,spring,yes,5.24,25.45
TikTok,18,mobile,summer,yes,7.66,1.78
TikTok,15,mobile,spring,no,6.06,12.58
Instagram,23,mobile,fall,no,7.58,10.25
YouTube,17,computer,summer,no,7.04,6.03
Facebook,22,mobile,winter,no,3.42,6.29
YouTube,26,mobile,winter,no,12.97,19.39
TikTok,19,mobile,fall,no,2.69,9.26
Facebook,21,computer,summer,no,3.31,5.15
YouTube,17,mobile,summer,no,14.63,8.43
Facebook,25,mobile,winter,no,4.76,5.94
Instagram,29,mobile,summer,no,5.09,20.82
Facebook,27,computer,winter,no,4.46,1.09
Instagram,26,mobile,summer,no,5.23,12.92
Twitter,46,computer,winter,yes,2.73,2.68
Facebook,47,computer,fall,no,3.42,3.29
TikTok,22,computer,fall,no,6.24,0.56
Instagram,25,mobile,fall,no,6.25,6.57
Instagram,31,mobile,summer,no,5.96,5.28
YouTube,20,computer,fall,no,13.66,40.11
Instagram,24,mobile,summer,no,5.36,4.5
YouTube,25,computer,winter,no,10.76,30.17
Twitter,54,mobile,fall,yes,1.84,1.46
YouTube,23,computer,winter,no,8.54,22.53
Instagram,33,mobile,winter,no,5.63,5.49
