socialmedia,age,mobile,season,newcustomer,adcost,adrevenue
YouTube,36,mobile,winter,no,13.02,11.46
YouTube,52,computer,spring,no,12.05,48.64
YouTube,27,computer,summer,yes,10.26,30.98
YouTube,36,computer,summer,yes,8.65,10.01
Facebook,26,computer,summer,yes,4.73,17.54
YouTube,55,computer,fall,yes,5.88,29.55
Twitter,45,mobile,summer,no,2.28,13.83
Instagram,39,mobile,winter,no,4.75,5.82
TikTok,16,mobile,spring,no,0.46,2.2
Facebook,45,computer,summer,no,5.77,2.84
Facebook,27,mobile,summer,no,4.39,6.04
Facebook,26,mobile,summer,no,5.06,9.77
Twitter,37,mobile,summer,yes,1.59,3.46
Twitter,31,mobile,fall,yes,3.45,9.03
Twitter,44,mobile,summer,no,2.61,4.89
TikTok,15,mobile,spring,yes,7.96,9.68
YouTube,32,computer,winter,no,6.43,13.36
Facebook,25,mobile,summer,yes,2.73,4.4
YouTube,11,computer,spring,no,13.56,87.79
Instagram,28,mobile,fall,no,5.22,9.24
TikTok,12,mobile,fall,yes,2.62,6.36
TikTok,23,mobile,winter,yes,1.69,12.63
Instagram,22,mobile,winter,yes,8.26,8.07
YouTube,30,computer,summer,yes,9.58,34.49
TikTok,24,mobile,summer,yes,3.14,17.66
Facebook,24,mobile,fall,no,6.9,5.41
Instagram,31,computer,fall,no,3.91,9.57
YouTube,39,mobile,spring,yes,11.57,7.78
Instagram,23,mobile,summer,no,3.34,3.72
Instagram,32,mobile,summer,no,8.5,11.65
YouTube,38,mobile,fall,yes,10.04,26.98
YouTube,28,mobile,spring,yes,7.6,15.15
Instagram,20,mobile,winter,yes,7.25,4.41
Instagram,36,mobile,winter,no,6.88,19.62
TikTok,16,mobile,winter,no,4.27,5.43
YouTube,47,computer,winter,no,12.6,42.6
YouTube,16,computer,summer,no,7.24,6.92
Instagram,20,mobile,summer,no,6.34,2.09
Instagram,33,mobile,summer,no,4.71,17.26
Instagram,17,mobile,winter,no,3.62,9.55
TikTok,21,mobile,winter,yes,5.42,2.73
Facebook,29,computer,fall,no,4.46,18.48
Facebook,33,mobile,winter,no,4.65,10.43
TikTok,16,mobile,spring,yes,3.82,9.01
YouTube,31,mobile,spring,no,8.78,10.58
Facebook,28,computer,spring,no,5.15,2.82
YouTube,21,mobile,fall,yes,12.76,18.0
Instagram,20,mobile,winter,yes,4.34,16.88
YouTube,40,computer,fall,yes,7.95,15.87
Facebook,44,computer,fall,no,2.17,1.55
Instagram,26,mobile,fall,no,4.93,6.07
TikTok,22,mobile,summer,no,1.85,1.41
TikTok,17,mobile,summer,no,1.41,9.3
Instagram,25,mobile,winter,yes,7.66,10.47
YouTube,30,computer,fall,no,11.37,23.78
TikTok,14,mobile,winter,yes,3.04,8.0
TikTok,18,mobile,spring,no,0.13,9.11
Twitter,43,computer,summer,yes,3.83,1.39
Instagram,21,mobile,fall,no,3.86,0.14
TikTok,18,computer,summer,no,3.32,3.53
Twitter,30,mobile,summer,yes,3.19,0.93
Instagram,28,mobile,summer,no,8.14,5.55
Twitter,44,computer,fall,no,1.15,10.52
Facebook,30,mobile,spring,no,4.25,0.52
TikTok,19,mobile,summer,yes,7.92,8.09
Instagram,18,mobile,spring,no,7.66,27.23
Instagram,20,computer,winter,yes,7.75,12.51
YouTube,10,mobile,spring,no,10.97,4.99
Instagram,24,mobile,winter,yes,4.48,3.31
Facebook,23,mobile,spring,no,2.25,1.56
TikTok,23,mobile,summer,yes,0.73,1.56
Instagram,19,computer,summer,no,5.96,11.76
Facebook,24,computer,spring,no,4.2,10.69
Facebook,30,computer,spring,no,3.11,17.5
YouTube,35,computer,winter,no,12.37,14.95
Instagram,22,mobile,winter,yes,7.05,1.55
TikTok,19,mobile,winter,yes,0.31,7.59
TikTok,23,mobile,fall,no,0.09,0.12
TikTok,20,mobile,summer,yes,2.1,11.91
TikTok,19,mobile,summer,no,7.77,7.32
Facebook,24,computer,summer,no,3.58,10.8
Instagram,24,mobile,winter,no,7.96,8.77
Facebook,33,mobile,spring,no,6.87,2.27
YouTube,25,mobile,spring,no,7.73,2.18
TikTok,26,mobile,summer,no,7.15,13.78
Twitter,35,mobile,winter,no,2.58,11.71
YouTube,32,mobile,summer,no,13.8,14.05
Instagram,29,computer,winter,no,6.79,9.48
YouTube,33,mobile,spring,no,7.91,16.62
Instagram,28,mobile,winter,no,8.76,23.65
TikTok,17,mobile,spring,no,6.18,8.89
YouTube,35,computer,spring,no,11.52,3.17
YouTube,45,mobile,winter,no,12.38,11.36
Instagram,24,mobile,summer,no,6.78,3.36
YouTube,39,computer,fall,no,7.21,19.54
TikTok,15,mobile,spring,no,0.31,1.6
Facebook,31,mobile,spring,no,6.96,16.38
TikTok,17,mobile,spring,no,4.44,6.18
Instagram,32,mobile,winter,no,6.46,10.07
YouTube,38,computer,winter,no,12.24,17.46
YouTube,35,computer,summer,no,11.74,13.6
Instagram,34,mobile,spring,yes,4.34,16.15
YouTube,30,mobile,summer,no,11.59,13.87
TikTok,25,mobile,spring,yes,5.63,12.01
Instagram,29,mobile,fall,no,4.18,9.87
Instagram,29,mobile,summer,yes,7.33,3.85
YouTube,37,computer,winter,yes,14.29,59.54
YouTube,26,mobile,spring,no,13.44,1.47
YouTube,29,mobile,spring,no,5.57,6.16
Facebook,32,mobile,winter,no,6.37,3.48
TikTok,21,mobile,spring,yes,2.24,5.1
Instagram,23,mobile,winter,yes,6.35,14.77
YouTube,41,computer,fall,no,10.83,25.12
Instagram,32,mobile,fall,yes,7.98,9.21
TikTok,20,mobile,summer,yes,2.85,4.06
Instagram,27,mobile,fall,no,5.31,14.67
YouTube,41,mobile,summer,yes,7.23,4.97
YouTube,48,computer,fall,yes,9.62,34.64
YouTube,37,computer,winter,no,5.44,30.23
TikTok,15,mobile,fall,yes,6.67,7.83
YouTube,44,computer,spring,no,6.93,13.01
YouTube,47,computer,winter,yes,14.6,53.94
YouTube,22,computer,summer,no,14.06,38.31
YouTube,41,computer,spring,no,5.55,36.03
TikTok,19,mobile,winter,no,0.11,0.78
Instagram,18,mobile,fall,yes,5.69,10.83
TikTok,22,computer,summer,yes,1.66,3.25
Facebook,37,mobile,fall,no,2.84,3.58
Twitter,35,computer,winter,no,3.23,12.0
Facebook,31,mobile,summer,yes,5.88,18.97
TikTok,23,mobile,winter,no,5.04,9.23
TikTok,19,computer,summer,no,2.05,5.12
TikTok,21,mobile,spring,no,0.97,14.92
YouTube,43,computer,spring,yes,7.52,3.5
Instagram,24,mobile,summer,no,5.47,6.26
TikTok,20,mobile,summer,no,2.22,18.32
TikTok,22,mobile,summer,yes,2.15,3.56
TikTok,17,mobile,winter,no,3.88,5.31
TikTok,17,mobile,fall,yes,2.75,11.39
Facebook,30,computer,winter,no,2.44,1.65
Twitter,35,mobile,fall,no,3.46,27.67
YouTube,34,mobile,spring,no,11.56,5.19
YouTube,15,computer,spring,yes,9.69,1.72
YouTube,36,mobile,fall,yes,8.35,21.05
Instagram,19,mobile,spring,no,4.16,4.1
Facebook,16,mobile,fall,no,4.89,1.04
YouTube,36,computer,winter,yes,7.11,8.63
YouTube,26,computer,spring,yes,10.57,1.97
Instagram,26,mobile,summer,no,7.98,4.37
TikTok,17,mobile,spring,no,7.92,9.37
Facebook,29,computer,winter,yes,6.38,14.79
Instagram,33,mobile,winter,no,3.55,5.86
YouTube,14,mobile,summer,no,6.85,8.22
TikTok,23,computer,spring,no,7.29,8.02
Instagram,26,mobile,spring,no,7.61,24.35
YouTube,29,computer,fall,yes,11.23,14.22
Facebook,34,computer,summer,no,2.16,3.07
TikTok,21,computer,fall,no,4.64,3.24
YouTube,29,computer,fall,no,7.63,5.84
TikTok,14,mobile,winter,no,6.48,12.5
YouTube,35,computer,spring,yes,10.26,15.12
Instagram,22,mobile,spring,no,3.57,3.56
Instagram,23,mobile,spring,no,4.97,15.16
TikTok,17,mobile,fall,yes,4.42,5.21
YouTube,32,computer,summer,no,8.93,8.42
TikTok,22,mobile,fall,no,4.65,5.94
YouTube,47,mobile,fall,yes,11.36,6.69
YouTube,37,computer,summer,yes,14.83,42.64
TikTok,18,mobile,winter,yes,1.11,1.73
Facebook,47,mobile,summer,no,2.57,2.03
Instagram,28,mobile,fall,no,3.27,24.23
Instagram,32,mobile,spring,no,5.86,16.44
YouTube,26,computer,winter,no,11.98,31.9
Twitter,32,mobile,spring,yes,1.6,0.36
TikTok,14,mobile,fall,yes,6.38,5.41
TikTok,17,computer,summer,yes,1.94,2.72
Instagram,31,mobile,summer,no,8.82,5.79
TikTok,18,mobile,winter,yes,0.06,8.23
TikTok,17,mobile,winter,no,5.55,15.03
YouTube,25,mobile,fall,no,12.35,4.49
YouTube,21,computer,spring,no,13.13,110.64
Instagram,31,mobile,fall,no,3.66,1.51
Facebook,32,mobile,summer,no,2.75,6.68
Instagram,30,mobile,fall,yes,4.19,6.49
TikTok,11,mobile,fall,yes,7.39,17.83
YouTube,10,computer,spring,yes,13.96,24.0
YouTube,32,computer,fall,no,13.66,128.01
TikTok,22,mobile,winter,no,8.0,7.18
Facebook,34,mobile,summer,yes,5.41,7.0
Facebook,45,computer,summer,no,5.13,10.24
Instagram,27,mobile,summer,no,7.24,12.91
TikTok,22,mobile,fall,no,0.97,1.36
Facebook,22,computer,spring,no,6.81,2.94
TikTok,19,mobile,spring,no,6.1,10.16
Facebook,41,mobile,fall,no,3.54,1.98
Instagram,32,mobile,spring,yes,3.13,3.18
Instagram,32,mobile,winter,yes,3.03,11.74
YouTube,41,mobile,summer,no,14.62,37.39
Instagram,22,mobile,summer,yes,3.28,8.16
Instagram,23,mobile,spring,yes,8.59,26.91
TikTok,20,mobile,summer,yes,4.8,2.71
TikTok,14,mobile,fall,no,6.21,5.72
YouTube,43,computer,winter,no,8.79,19.27
Instagram,22,mobile,winter,no,6.13,7.3
YouTube,28,computer,winter,no,14.07,20.4
TikTok,21,mobile,fall,yes,5.15,4.07
TikTok,22,mobile,spring,no,0.67,2.75
YouTube,22,computer,spring,no,7.49,9.13
Instagram,27,computer,summer,no,3.29,5.38
Facebook,30,computer,summer,no,5.73,26.62
Facebook,23,mobile,fall,no,4.53,12.32
YouTube,26,mobile,summer,no,11.03,21.46
YouTube,35,computer,summer,no,5.92,13.12
TikTok,21,mobile,winter,yes,4.81,6.4
YouTube,35,mobile,winter,no,11.27,26.52
