socialmedia,age,mobile,season,newcustomer,adcost,adrevenue
YouTube,32,computer,winter,no,5.77,10.15
YouTube,47,mobile,spring,yes,9.05,7.6
TikTok,16,mobile,winter,no,1.23,2.86
TikTok,19,computer,spring,yes,7.6,5.09
TikTok,15,computer,summer,no,5.83,0.49
YouTube,26,computer,fall,yes,7.58,3.66
YouTube,35,computer,fall,yes,8.59,1.73
TikTok,20,mobile,fall,no,0.14,4.82
TikTok,19,mobile,spring,no,5.75,9.61
Instagram,29,mobile,summer,no,5.26,11.73
TikTok,15,mobile,spring,no,6.44,11.23
Facebook,19,computer,winter,no,2.65,8.4
TikTok,19,mobile,spring,no,4.07,7.57
Facebook,17,mobile,spring,yes,3.76,6.22
TikTok,18,mobile,winter,no,6.83,15.76
TikTok,20,computer,winter,yes,1.35,0.12
YouTube,38,computer,winter,yes,10.4,21.09
TikTok,16,mobile,winter,no,0.64,0.46
TikTok,17,mobile,spring,no,5.64,10.26
TikTok,14,computer,winter,yes,2.56,8.7
Instagram,23,computer,summer,no,4.85,6.03
Instagram,25,computer,spring,no,3.11,3.93
TikTok,21,mobile,summer,no,2.73,2.24
Instagram,29,mobile,summer,no,4.57,18.7
TikTok,15,mobile,spring,yes,4.15,4.85
TikTok,24,mobile,spring,yes,4.18,3.79
YouTube,22,computer,summer,yes,6.99,1.63
TikTok,16,mobile,spring,no,6.27,4.78
TikTok,22,mobile,summer,no,3.67,8.14
YouTube,39,computer,fall,yes,5.14,2.56
Instagram,25,mobile,spring,no,3.17,27.49
TikTok,16,mobile,fall,yes,4.36,1.0
TikTok,19,mobile,summer,yes,1.11,1.94
YouTube,34,computer,summer,no,6.33,4.54
TikTok,15,mobile,winter,yes,5.61,14.63
TikTok,17,mobile,spring,no,4.46,1.13
TikTok,22,mobile,summer,no,5.31,13.11
Instagram,24,mobile,summer,yes,3.51,2.8
Facebook,26,mobile,summer,no,2.11,1.03
Instagram,27,mobile,winter,no,7.92,11.16
Instagram,30,mobile,winter,no,7.79,10.63
Facebook,40,mobile,spring,no,2.19,8.31
YouTube,31,mobile,fall,no,6.03,1.28
Facebook,22,mobile,winter,no,2.06,3.69
Twitter,40,mobile,fall,yes,3.06,3.44
Facebook,44,mobile,winter,no,5.55,10.05
Instagram,27,mobile,fall,no,4.79,12.23
Instagram,29,mobile,spring,yes,8.16,10.37
Twitter,36,mobile,summer,no,2.75,12.63
Instagram,28,mobile,fall,no,3.97,2.28
TikTok,20,mobile,summer,yes,6.6,1.99
Facebook,22,mobile,spring,yes,3.56,1.56
TikTok,18,mobile,winter,yes,2.36,6.37
Facebook,27,computer,winter,no,3.46,5.19
YouTube,24,mobile,summer,no,9.54,5.77
TikTok,20,mobile,summer,yes,4.26,3.45
TikTok,23,mobile,spring,yes,1.96,17.44
TikTok,11,mobile,spring,yes,7.53,5.54
YouTube,33,computer,fall,no,10.08,36.61
Instagram,27,mobile,summer,no,7.83,18.89
Instagram,22,mobile,fall,no,4.44,3.99
Facebook,26,mobile,summer,yes,6.21,8.02
YouTube,39,mobile,summer,yes,5.28,10.65
Facebook,28,computer,spring,no,6.01,9.39
Facebook,23,computer,winter,yes,2.92,4.77
TikTok,21,mobile,fall,no,0.54,0.63
YouTube,38,computer,fall,yes,10.47,77.42
Facebook,32,mobile,summer,yes,3.64,2.95
Instagram,17,mobile,fall,no,6.42,11.54
Facebook,41,mobile,winter,no,2.65,10.69
Instagram,32,mobile,fall,yes,6.25,2.95
TikTok,18,mobile,summer,no,6.15,11.53
YouTube,24,computer,fall,yes,14.33,36.8
TikTok,19,mobile,winter,no,7.45,7.36
YouTube,28,computer,summer,no,7.41,17.94
Instagram,35,mobile,winter,no,4.42,11.11
TikTok,14,mobile,spring,no,3.67,2.57
TikTok,19,mobile,winter,no,1.7,6.03
Instagram,25,mobile,summer,no,6.59,12.43
Instagram,27,mobile,summer,no,6.79,12.4
YouTube,35,computer,fall,no,9.58,23.68
Facebook,24,mobile,winter,no,4.03,8.29
TikTok,18,mobile,spring,no,7.19,3.25
Facebook,26,mobile,spring,no,6.3,22.0
TikTok,25,mobile,winter,no,3.19,13.55
Facebook,26,mobile,summer,yes,2.02,2.22
Twitter,47,mobile,winter,no,1.01,6.88
TikTok,23,mobile,summer,yes,1.56,2.95
TikTok,16,computer,summer,yes,7.66,2.96
TikTok,15,computer,spring,yes,3.78,2.87
Instagram,29,mobile,spring,yes,6.12,12.6
YouTube,23,computer,fall,no,6.39,18.52
TikTok,20,mobile,winter,yes,1.53,30.2
TikTok,23,mobile,winter,yes,3.65,6.6
TikTok,18,mobile,summer,no,2.51,0.88
YouTube,29,mobile,winter,yes,9.84,2.98
TikTok,16,mobile,spring,yes,1.51,3.17
Facebook,37,computer,spring,yes,3.0,4.22
TikTok,22,mobile,spring,yes,6.03,19.64
YouTube,39,computer,fall,no,8.22,13.03
YouTube,22,mobile,fall,yes,9.83,11.21
TikTok,18,mobile,spring,no,4.87,16.2
TikTok,15,mobile,spring,yes,3.24,13.16
YouTube,47,computer,summer,no,9.53,12.63
TikTok,17,mobile,summer,yes,1.97,4.06
TikTok,16,mobile,fall,no,7.91,6.36
YouTube,46,computer,fall,yes,6.9,19.79
YouTube,39,mobile,fall,no,6.43,9.18
YouTube,52,computer,summer,no,9.61,17.62
YouTube,16,computer,summer,no,11.06,29.46
Instagram,23,mobile,winter,no,6.09,21.9
TikTok,16,mobile,winter,no,3.53,0.83
TikTok,15,mobile,winter,no,3.04,4.39
TikTok,20,mobile,spring,yes,4.08,15.9
Instagram,26,computer,winter,yes,8.79,22.88
TikTok,21,computer,summer,no,6.12,0.7
TikTok,21,mobile,fall,yes,3.62,14.21
Facebook,38,mobile,fall,no,6.23,6.75
Instagram,20,mobile,summer,yes,8.77,9.85
Instagram,23,mobile,spring,no,4.23,12.74
Instagram,25,mobile,winter,no,4.53,5.26
YouTube,21,mobile,summer,no,11.28,9.25
TikTok,21,mobile,fall,no,2.0,5.46
Instagram,25,computer,fall,no,4.86,1.63
Instagram,30,mobile,summer,no,7.98,8.25
YouTube,26,computer,fall,no,13.24,67.76
Facebook,24,mobile,spring,yes,3.96,5.06
Instagram,36,mobile,winter,no,6.06,12.11
TikTok,20,mobile,winter,no,2.11,5.15
TikTok,16,computer,summer,yes,5.92,1.06
YouTube,30,computer,fall,no,6.34,2.79
TikTok,12,mobile,winter,no,2.28,9.06
Instagram,26,mobile,summer,no,8.87,16.1
YouTube,38,computer,fall,no,11.15,15.42
YouTube,17,computer,fall,no,11.48,18.8
Facebook,27,computer,fall,no,5.34,0.71
YouTube,27,mobile,winter,yes,6.5,1.39
YouTube,28,mobile,spring,yes,8.54,11.5
Facebook,24,computer,summer,no,2.59,9.3
Facebook,39,computer,winter,no,3.16,3.48
Facebook,25,mobile,summer,no,4.03,3.25
TikTok,19,computer,summer,no,6.34,13.54
Instagram,28,mobile,fall,no,3.95,11.4
TikTok,16,mobile,summer,no,1.62,16.04
Facebook,27,mobile,fall,no,6.22,0.68
YouTube,32,computer,winter,yes,7.06,11.66
TikTok,18,mobile,winter,no,6.94,11.72
YouTube,33,computer,winter,no,9.37,36.48
Instagram,23,mobile,fall,no,8.96,6.85
YouTube,27,mobile,winter,yes,10.29,7.36
TikTok,22,mobile,winter,yes,6.74,6.98
TikTok,20,mobile,winter,yes,6.92,8.17
YouTube,14,computer,fall,yes,13.5,9.21
TikTok,19,mobile,spring,yes,5.72,23.79
YouTube,28,computer,winter,yes,7.12,24.17
TikTok,15,mobile,summer,yes,5.67,4.69
Facebook,43,computer,winter,no,2.07,6.24
TikTok,16,mobile,winter,yes,0.88,6.16
YouTube,34,computer,spring,yes,14.86,32.18
Facebook,32,computer,summer,no,2.82,18.82
Facebook,22,mobile,summer,no,5.97,2.14
TikTok,21,mobile,fall,no,1.75,2.63
YouTube,24,computer,fall,no,5.9,10.2
Facebook,24,mobile,winter,yes,5.72,11.95
YouTube,26,computer,spring,no,8.92,43.37
TikTok,22,mobile,fall,no,2.74,22.97
YouTube,40,computer,summer,yes,6.7,3.42
TikTok,25,mobile,winter,yes,5.67,1.62
YouTube,38,mobile,winter,no,7.02,5.09
YouTube,46,mobile,spring,no,13.86,4.19
Instagram,26,mobile,spring,no,4.8,8.76
Instagram,28,mobile,winter,no,4.73,6.04
TikTok,18,computer,fall,no,3.56,0.36
TikTok,16,computer,spring,no,3.1,7.84
Instagram,29,mobile,fall,yes,3.21,5.65
TikTok,18,mobile,winter,no,7.81,4.83
TikTok,17,mobile,winter,yes,5.53,3.35
TikTok,17,mobile,summer,no,1.78,3.25
YouTube,31,computer,spring,no,13.99,1.41
TikTok,23,mobile,winter,yes,1.0,6.42
YouTube,29,mobile,spring,no,9.36,2.71
YouTube,36,computer,spring,no,11.15,71.15
Instagram,28,computer,winter,yes,7.96,6.61
TikTok,20,mobile,spring,no,1.23,4.13
YouTube,33,computer,summer,yes,9.35,8.85
Instagram,32,mobile,summer,no,6.63,2.41
Instagram,36,mobile,winter,no,5.84,7.4
YouTube,23,computer,winter,no,12.19,25.38
Instagram,27,mobile,fall,no,5.31,18.3
YouTube,16,computer,summer,no,12.3,4.81
Facebook,24,computer,spring,no,3.17,5.27
Facebook,39,mobile,summer,no,6.79,22.53
YouTube,17,mobile,winter,no,11.94,8.63
YouTube,46,computer,spring,yes,10.08,13.07
Instagram,36,mobile,fall,no,7.82,0.75
TikTok,17,mobile,summer,no,4.74,18.76
TikTok,16,mobile,fall,no,3.62,29.46
TikTok,12,mobile,spring,yes,6.3,13.77
TikTok,21,mobile,fall,yes,0.32,6.0
YouTube,36,mobile,summer,no,12.4,23.14
TikTok,19,mobile,summer,yes,6.6,3.71
YouTube,46,computer,fall,yes,5.34,55.71
TikTok,22,mobile,fall,no,2.93,1.28
Facebook,29,mobile,spring,no,6.13,9.77
TikTok,21,mobile,spring,yes,7.12,3.36
YouTube,29,computer,spring,no,9.93,49.5
TikTok,24,mobile,winter,yes,0.94,4.14
TikTok,23,mobile,spring,yes,0.13,11.36
Facebook,23,computer,winter,no,5.78,6.28
TikTok,17,mobile,winter,no,2.52,5.01
Instagram,26,mobile,spring,no,6.88,2.21
YouTube,28,computer,winter,no,7.24,7.11
YouTube,38,computer,winter,no,11.53,22.43
TikTok,15,mobile,spring,yes,0.43,4.82
TikTok,22,mobile,spring,no,6.2,3.24
YouTube,35,computer,winter,yes,7.82,61.96
Instagram,28,mobile,summer,no,5.66,30.65
TikTok,19,mobile,spring,yes,4.82,8.0
YouTube,10,computer,spring,yes,7.12,4.7
TikTok,18,mobile,spring,no,3.32,15.03
TikTok,21,mobile,fall,no,1.39,1.42
TikTok,23,mobile,winter,yes,2.99,1.97
TikTok,18,mobile,spring,no,2.59,3.48
YouTube,39,computer,spring,yes,12.95,47.0
Facebook,34,mobile,fall,yes,2.46,1.46
Facebook,18,mobile,summer,no,4.65,3.5
YouTube,42,computer,winter,no,13.51,18.2
YouTube,39,computer,winter,no,6.72,59.84
TikTok,15,mobile,summer,yes,5.66,7.26
YouTube,26,computer,summer,no,13.85,4.36
YouTube,43,computer,spring,no,11.6,4.07
YouTube,40,computer,winter,no,7.97,25.27
YouTube,27,mobile,spring,yes,5.63,6.32
YouTube,40,computer,fall,yes,14.24,3.27
TikTok,20,mobile,fall,yes,1.7,24.14
YouTube,40,computer,spring,no,5.45,21.51
Instagram,38,computer,fall,yes,6.88,36.16
TikTok,16,mobile,summer,yes,5.43,26.54
TikTok,20,mobile,fall,no,7.51,20.9
Facebook,41,computer,spring,no,5.43,9.14
YouTube,25,mobile,winter,no,13.2,73.62
Facebook,40,mobile,fall,no,4.54,4.28
YouTube,23,computer,fall,yes,7.09,14.08
YouTube,13,computer,fall,no,8.54,8.27
Facebook,31,computer,summer,no,5.46,7.55
Instagram,24,mobile,fall,no,3.25,31.34
Instagram,20,mobile,winter,no,8.3,4.36
YouTube,40,computer,fall,no,5.31,5.2
TikTok,17,mobile,spring,no,5.26,14.21
Instagram,34,mobile,spring,no,7.05,4.92
TikTok,16,mobile,fall,no,3.79,12.12
YouTube,30,computer,spring,no,12.24,13.64
YouTube,33,computer,winter,no,10.9,48.13
Instagram,32,mobile,fall,no,5.76,2.31
TikTok,24,mobile,fall,no,1.11,4.62
Instagram,30,computer,summer,no,3.63,4.46
Facebook,26,mobile,summer,no,6.41,4.02
TikTok,19,mobile,fall,no,7.61,19.13
TikTok,22,mobile,winter,yes,2.13,1.95
YouTube,31,computer,summer,yes,10.49,4.53
Facebook,31,computer,spring,no,6.9,5.67
Facebook,30,mobile,fall,no,4.41,4.73
Instagram,18,mobile,winter,no,5.14,7.6
YouTube,44,computer,spring,no,14.51,30.6
YouTube,36,mobile,spring,no,9.06,17.9
Twitter,46,mobile,winter,yes,3.27,3.08
Instagram,20,mobile,summer,no,6.95,11.56
Twitter,34,mobile,fall,no,3.88,3.53
Twitter,38,computer,fall,no,1.39,7.93
YouTube,38,mobile,spring,yes,14.22,13.64
Instagram,30,mobile,winter,no,8.7,3.82
YouTube,32,computer,fall,yes,6.71,4.73
YouTube,34,computer,fall,yes,10.67,67.79
TikTok,18,mobile,fall,no,4.95,9.65
Facebook,35,mobile,fall,no,6.33,6.71
TikTok,18,mobile,fall,yes,1.74,2.24
TikTok,15,mobile,summer,yes,5.96,3.78
YouTube,32,mobile,spring,no,10.6,22.81
Twitter,40,computer,fall,no,2.68,4.06
YouTube,22,computer,winter,yes,14.54,22.28
YouTube,38,computer,summer,no,12.61,24.92
Facebook,27,computer,winter,no,4.28,4.41
TikTok,18,mobile,summer,yes,0.89,9.04
Instagram,24,mobile,spring,no,4.89,5.0
TikTok,18,mobile,spring,no,7.07,22.53
Instagram,26,mobile,winter,no,5.62,1.29
YouTube,42,mobile,winter,yes,10.86,45.71
YouTube,34,computer,summer,yes,7.5,33.92
Instagram,26,mobile,winter,no,4.89,13.32
Instagram,34,mobile,summer,no,8.2,24.01
Instagram,32,mobile,spring,yes,7.42,26.7
Facebook,46,mobile,winter,no,2.98,20.03
TikTok,21,mobile,summer,yes,0.26,6.02
YouTube,33,computer,fall,no,10.62,13.15
Instagram,25,computer,fall,yes,4.22,11.98
Twitter,42,mobile,spring,no,3.8,1.72
TikTok,22,mobile,winter,yes,7.77,12.95
Twitter,34,computer,summer,yes,1.83,7.84
Instagram,28,computer,winter,no,6.7,10.4
TikTok,20,mobile,fall,no,4.49,2.85
TikTok,19,mobile,spring,no,7.92,3.5
Instagram,16,mobile,fall,no,3.14,4.53
TikTok,18,mobile,spring,no,0.68,3.45
Facebook,13,mobile,summer,no,4.77,2.09
TikTok,24,mobile,winter,yes,0.86,1.47
YouTube,39,computer,fall,no,10.96,10.43
Instagram,24,mobile,spring,no,3.85,9.72
Instagram,20,mobile,spring,no,3.34,3.91
TikTok,21,mobile,spring,no,6.48,0.28
Facebook,30,computer,spring,no,6.58,1.78
TikTok,16,mobile,fall,no,0.24,1.62
YouTube,40,computer,spring,no,13.39,24.53
TikTok,18,mobile,winter,no,7.07,9.35
TikTok,27,mobile,fall,yes,6.77,11.5
Instagram,25,computer,summer,yes,3.06,3.44
TikTok,19,mobile,winter,no,6.39,7.1
Instagram,22,computer,winter,no,5.98,5.78
Instagram,31,mobile,fall,yes,8.88,28.83
YouTube,31,mobile,winter,no,9.5,17.41
YouTube,35,computer,winter,yes,14.75,14.24
Instagram,23,mobile,spring,yes,6.78,18.54
YouTube,37,mobile,winter,no,11.12,9.08
TikTok,17,mobile,winter,yes,6.76,22.87
TikTok,16,mobile,summer,no,1.5,2.31
Instagram,32,mobile,winter,no,4.31,4.65
YouTube,44,computer,summer,yes,8.14,15.83
YouTube,43,computer,fall,no,11.36,85.26
Facebook,45,computer,winter,no,4.94,14.16
Facebook,29,computer,summer,no,2.46,10.45
TikTok,21,mobile,summer,yes,0.06,2.06
TikTok,24,mobile,fall,yes,6.6,43.71
Facebook,39,mobile,summer,no,5.69,7.81
YouTube,33,mobile,spring,no,5.42,18.91
