socialmedia,age,mobile,season,newcustomer,adcost,adrevenue
YouTube,30,mobile,spring,no,12.96,1.99
Instagram,29,computer,winter,no,4.05,3.14
Twitter,45,mobile,summer,no,1.66,2.49
Instagram,26,computer,fall,no,4.56,21.81
Facebook,35,mobile,summer,no,5.2,9.95
YouTube,16,computer,spring,no,13.09,5.64
Twitter,38,mobile,summer,no,2.57,14.11
TikTok,18,mobile,summer,yes,3.1,3.06
Instagram,26,mobile,spring,no,5.47,15.3
YouTube,46,computer,winter,no,7.11,24.98
TikTok,13,computer,summer,yes,5.98,5.4
TikTok,14,mobile,summer,yes,6.09,7.93
Twitter,30,mobile,summer,no,1.61,5.65
Twitter,45,computer,summer,no,3.87,3.18
Instagram,25,mobile,winter,yes,8.12,1.64
Twitter,42,computer,summer,no,1.32,14.85
Instagram,29,mobile,winter,no,7.09,3.48
YouTube,26,mobile,winter,no,7.29,3.54
TikTok,16,mobile,fall,yes,0.62,1.2
YouTube,50,computer,spring,no,7.77,29.14
TikTok,19,mobile,winter,yes,0.25,12.3
Facebook,30,mobile,summer,no,6.09,0.83
YouTube,33,mobile,summer,yes,5.27,6.03
YouTube,46,computer,spring,no,7.25,9.36
TikTok,18,mobile,winter,yes,3.51,11.26
TikTok,16,mobile,fall,yes,3.52,6.63
Instagram,23,mobile,winter,no,3.27,2.92
Instagram,36,mobile,summer,yes,7.86,7.18
Twitter,39,mobile,spring,no,3.37,3.62
YouTube,25,mobile,spring,yes,9.91,29.69
TikTok,14,mobile,summer,yes,5.87,11.37
TikTok,18,mobile,spring,yes,0.17,1.04
YouTube,25,computer,winter,no,13.36,8.9
TikTok,25,mobile,fall,no,4.81,3.19
Instagram,24,computer,winter,no,8.21,19.57
TikTok,17,mobile,winter,no,4.96,3.85
Instagram,31,mobile,spring,yes,3.82,11.35
TikTok,19,mobile,winter,no,7.06,2.14
TikTok,22,mobile,winter,yes,5.6,16.15
TikTok,25,mobile,spring,no,7.37,6.53
YouTube,34,computer,spring,yes,14.44,13.98
Facebook,22,mobile,summer,yes,5.12,8.63
TikTok,23,mobile,winter,yes,7.61,12.88
Facebook,18,mobile,fall,no,3.15,1.26
YouTube,40,computer,spring,yes,5.71,25.31
Instagram,27,mobile,spring,no,5.23,5.69
Instagram,43,computer,winter,no,3.72,14.7
Facebook,33,mobile,fall,no,6.61,4.02
Instagram,25,mobile,summer,no,3.85,12.32
TikTok,18,mobile,summer,yes,7.21,1.3
YouTube,34,computer,fall,yes,11.8,72.85
TikTok,18,computer,summer,yes,5.34,4.97
TikTok,16,mobile,summer,no,6.99,13.37
Facebook,28,mobile,winter,yes,5.73,21.33
Facebook,28,computer,summer,no,5.05,30.75
TikTok,20,computer,summer,yes,0.57,7.79
TikTok,18,mobile,winter,no,5.35,5.69
TikTok,19,mobile,summer,no,4.06,3.16
Facebook,38,computer,spring,no,2.99,7.18
Instagram,23,mobile,winter,no,4.65,13.71
TikTok,22,mobile,winter,no,7.01,10.5
TikTok,15,mobile,winter,no,3.03,12.44
YouTube,31,computer,fall,no,12.07,42.81
Facebook,34,mobile,summer,no,4.21,3.59
Facebook,23,computer,spring,no,2.1,0.93
TikTok,14,mobile,spring,yes,0.86,3.58
Instagram,22,mobile,winter,no,8.9,7.08
TikTok,19,mobile,spring,yes,5.32,5.03
YouTube,41,computer,summer,no,7.94,5.62
Facebook,45,computer,fall,no,2.31,13.92
TikTok,23,mobile,winter,no,1.51,11.85
TikTok,23,mobile,winter,yes,1.96,5.98
YouTube,10,computer,winter,no,8.38,34.53
YouTube,39,mobile,summer,no,14.33,32.38
YouTube,31,computer,spring,yes,6.13,16.32
Instagram,41,mobile,summer,no,6.46,5.97
Facebook,45,mobile,spring,no,3.72,1.33
TikTok,17,mobile,fall,yes,2.69,3.91
TikTok,16,computer,fall,yes,5.59,1.49
TikTok,12,mobile,fall,no,0.17,5.1
YouTube,41,computer,fall,no,8.41,13.77
Facebook,32,computer,summer,no,4.06,5.45
Facebook,28,computer,winter,no,3.18,4.78
YouTube,42,computer,spring,no,5.41,21.99
Instagram,15,mobile,winter,yes,5.79,3.93
Instagram,25,mobile,fall,no,3.97,22.3
Instagram,18,mobile,spring,no,8.94,19.87
YouTube,16,computer,summer,yes,6.74,8.28
Instagram,32,mobile,winter,no,6.8,8.76
TikTok,18,mobile,spring,no,4.22,16.77
TikTok,13,computer,winter,no,5.37,4.45
TikTok,18,mobile,spring,no,2.8,7.51
TikTok,18,mobile,fall,no,6.74,11.58
Instagram,29,mobile,winter,yes,7.07,32.67
YouTube,41,computer,winter,yes,11.02,3.73
YouTube,44,computer,winter,yes,10.67,16.52
Instagram,33,mobile,fall,no,3.43,6.66
YouTube,31,mobile,fall,no,11.42,3.74
YouTube,26,computer,winter,yes,13.48,44.98
YouTube,43,mobile,fall,no,12.35,14.76
Facebook,37,mobile,summer,no,2.12,1.84
Facebook,41,computer,summer,no,3.54,8.41
YouTube,64,computer,winter,yes,6.56,7.55
YouTube,42,computer,fall,no,12.2,58.23
TikTok,10,mobile,spring,no,7.13,7.07
TikTok,18,mobile,spring,no,5.52,4.99
TikTok,20,mobile,summer,no,0.87,9.92
YouTube,20,computer,spring,yes,10.04,14.61
Instagram,27,computer,winter,no,5.14,4.41
YouTube,24,computer,summer,no,12.24,12.23
TikTok,16,mobile,summer,no,5.84,20.19
YouTube,29,computer,winter,no,12.29,57.0
TikTok,17,mobile,fall,no,0.72,7.2
Facebook,32,computer,winter,no,5.92,7.4
YouTube,35,mobile,fall,yes,5.27,1.23
YouTube,29,mobile,fall,yes,7.51,13.77
YouTube,27,mobile,winter,no,14.24,44.77
YouTube,41,computer,winter,no,7.85,13.87
YouTube,24,computer,winter,no,8.78,34.41
TikTok,16,mobile,spring,yes,6.52,7.4
TikTok,17,mobile,fall,no,0.34,1.79
YouTube,25,mobile,winter,yes,7.35,20.33
Facebook,26,mobile,winter,no,3.84,6.16
Facebook,26,computer,fall,yes,4.75,5.88
Instagram,22,mobile,summer,no,5.41,6.38
Twitter,46,computer,spring,no,2.19,21.46
TikTok,12,mobile,fall,yes,2.4,3.04
YouTube,39,computer,summer,yes,14.33,40.38
YouTube,38,computer,winter,yes,14.0,63.64
Facebook,49,mobile,fall,no,3.75,28.28
TikTok,21,mobile,summer,yes,3.49,1.15
TikTok,21,mobile,fall,no,2.46,9.29
Facebook,34,computer,summer,no,4.55,4.29
TikTok,21,computer,fall,no,3.17,4.19
YouTube,23,computer,spring,no,10.95,34.59
YouTube,22,computer,summer,no,13.83,54.36
Facebook,29,computer,summer,no,6.34,6.87
YouTube,35,computer,summer,yes,8.62,21.07
Instagram,33,mobile,spring,no,4.03,4.4
TikTok,15,mobile,summer,no,1.89,2.78
TikTok,21,mobile,fall,yes,0.89,5.94
TikTok,21,mobile,spring,no,5.94,8.53
YouTube,23,computer,spring,yes,11.84,25.95
Instagram,17,mobile,fall,no,5.7,3.62
YouTube,27,computer,summer,yes,10.89,9.93
YouTube,38,mobile,spring,no,5.7,7.74
Facebook,19,mobile,summer,yes,2.25,3.26
TikTok,19,mobile,winter,yes,1.76,5.49
Instagram,27,mobile,spring,no,3.49,4.06
TikTok,17,mobile,fall,no,5.47,3.44
YouTube,27,mobile,winter,yes,12.75,4.73
YouTube,17,computer,summer,yes,6.77,26.4
TikTok,18,mobile,fall,no,3.48,0.52
TikTok,16,mobile,summer,no,6.72,14.57
Instagram,34,mobile,fall,no,8.99,19.4
TikTok,17,mobile,spring,no,4.26,11.41
YouTube,33,computer,spring,no,10.62,47.09
Instagram,24,mobile,spring,yes,6.51,11.01
Instagram,30,mobile,fall,no,5.45,2.43
YouTube,26,mobile,fall,yes,12.27,17.52
YouTube,32,computer,winter,yes,13.91,51.78
Instagram,34,computer,summer,no,4.81,8.4
YouTube,35,mobile,summer,no,13.28,10.78
Instagram,19,mobile,winter,no,8.28,15.33
Instagram,28,mobile,fall,yes,5.87,5.26
TikTok,23,mobile,fall,yes,7.3,7.4
Instagram,18,computer,spring,no,7.97,15.74
TikTok,17,mobile,spring,no,2.52,20.85
TikTok,23,mobile,fall,no,2.77,14.43
TikTok,20,mobile,winter,yes,4.77,9.05
Facebook,19,mobile,summer,no,3.54,3.03
Facebook,40,mobile,summer,no,3.96,4.66
TikTok,25,computer,fall,no,1.1,0.42
TikTok,19,mobile,winter,yes,6.78,5.58
YouTube,26,computer,fall,yes,7.51,3.3
Facebook,47,computer,summer,no,2.07,0.24
Instagram,20,mobile,winter,no,7.03,13.3
Instagram,28,mobile,winter,no,4.29,4.11
Twitter,40,mobile,winter,no,3.99,12.92
TikTok,19,mobile,summer,yes,0.51,6.41
YouTube,28,computer,winter,no,13.73,21.47
YouTube,22,mobile,winter,yes,6.34,21.53
Facebook,32,computer,summer,no,5.44,13.86
YouTube,47,computer,summer,no,13.78,25.85
Facebook,34,mobile,spring,no,6.24,10.55
TikTok,20,mobile,winter,no,4.69,18.45
Instagram,27,mobile,fall,no,7.59,5.68
YouTube,19,computer,fall,yes,6.65,15.18
Facebook,18,mobile,fall,no,6.1,11.5
TikTok,16,mobile,spring,yes,1.72,4.16
TikTok,17,mobile,spring,no,0.89,4.3
YouTube,22,mobile,winter,no,5.09,2.25
TikTok,24,mobile,fall,no,5.93,11.95
Facebook,31,computer,summer,no,6.86,15.81
YouTube,28,computer,fall,no,10.5,34.38
Facebook,42,mobile,summer,no,3.45,9.62
Instagram,27,mobile,fall,yes,8.51,30.55
TikTok,15,mobile,summer,no,7.45,21.71
TikTok,20,computer,spring,no,3.53,9.21
Facebook,33,mobile,summer,no,2.53,8.14
Instagram,19,mobile,summer,yes,3.69,17.9
Twitter,27,mobile,summer,no,2.99,16.15
YouTube,42,computer,spring,yes,11.56,44.2
TikTok,20,mobile,spring,yes,1.3,6.01
YouTube,47,computer,summer,yes,10.0,36.1
TikTok,19,computer,spring,yes,6.82,2.94
TikTok,19,mobile,fall,yes,6.74,28.59
TikTok,21,computer,summer,no,7.64,2.19
YouTube,34,computer,fall,yes,10.89,11.88
Instagram,25,mobile,spring,yes,6.79,20.67
YouTube,51,computer,spring,no,5.49,2.75
TikTok,21,mobile,spring,yes,7.6,1.51
TikTok,23,mobile,fall,no,7.11,43.88
YouTube,32,mobile,spring,no,10.36,2.2
YouTube,36,computer,winter,no,9.55,28.76
YouTube,45,computer,fall,no,13.84,87.57
Instagram,33,mobile,spring,yes,8.77,17.41
TikTok,22,mobile,summer,yes,0.15,17.32
Instagram,20,mobile,fall,no,6.5,1.28
YouTube,11,mobile,fall,no,13.55,13.33
YouTube,29,computer,winter,no,14.34,2.23
Facebook,25,computer,winter,no,3.6,20.87
TikTok,22,mobile,spring,no,7.37,8.72
Facebook,28,mobile,winter,no,5.9,15.53
TikTok,17,mobile,fall,yes,2.12,5.87
YouTube,37,computer,summer,no,5.57,4.63
TikTok,24,mobile,spring,yes,4.4,52.82
TikTok,22,mobile,fall,no,5.82,20.95
Facebook,30,computer,winter,no,6.25,6.42
TikTok,19,mobile,winter,yes,1.75,0.92
Instagram,28,mobile,fall,no,8.27,2.74
Facebook,27,mobile,summer,no,3.54,1.21
TikTok,22,mobile,summer,no,5.87,10.13
TikTok,23,mobile,spring,no,5.61,2.82
TikTok,17,mobile,summer,yes,4.89,8.82
TikTok,18,mobile,spring,yes,2.16,2.93
TikTok,24,mobile,fall,yes,7.7,17.5
Instagram,21,mobile,summer,no,6.61,10.16
YouTube,40,computer,fall,yes,6.12,19.64
Twitter,46,computer,summer,no,2.51,7.75
Twitter,39,mobile,winter,no,1.83,4.69
YouTube,32,mobile,summer,no,9.06,11.06
Instagram,25,mobile,summer,no,5.28,4.66
Twitter,40,computer,summer,no,1.28,1.04
Facebook,26,mobile,winter,yes,2.03,4.24
TikTok,17,mobile,summer,yes,6.9,4.43
TikTok,19,mobile,fall,no,4.54,4.46
TikTok,23,computer,winter,yes,2.51,8.22
TikTok,23,mobile,summer,yes,7.39,17.08
Instagram,27,mobile,winter,yes,7.52,10.86
Facebook,39,mobile,winter,yes,6.81,2.95
TikTok,21,mobile,spring,no,4.06,10.05
TikTok,19,mobile,spring,no,0.58,2.19
YouTube,34,computer,spring,no,10.35,33.39
Facebook,24,mobile,spring,yes,4.8,1.79
YouTube,36,computer,spring,no,8.68,26.24
Instagram,21,mobile,spring,no,4.53,9.97
Instagram,20,mobile,summer,no,4.2,4.8
TikTok,18,mobile,summer,no,7.84,4.05
Instagram,31,mobile,summer,yes,6.59,3.14
YouTube,31,computer,winter,no,7.45,2.5
Facebook,34,mobile,summer,yes,3.19,15.29
TikTok,24,mobile,summer,yes,3.6,9.14
YouTube,44,computer,winter,no,5.64,10.93
TikTok,20,mobile,spring,no,2.7,0.69
TikTok,18,mobile,summer,no,6.87,3.2
YouTube,21,computer,winter,no,5.06,2.73
Instagram,26,mobile,fall,yes,5.3,21.74
Instagram,24,computer,fall,yes,3.95,14.8
Facebook,31,mobile,spring,no,3.28,7.7
YouTube,31,mobile,spring,no,12.23,30.95
YouTube,21,computer,fall,no,7.23,23.97
TikTok,20,mobile,spring,yes,3.43,6.43
Instagram,25,mobile,summer,no,7.71,27.09
TikTok,15,mobile,summer,yes,3.29,1.13
YouTube,36,computer,spring,no,6.74,18.46
YouTube,35,computer,spring,yes,12.44,24.94
