socialmedia,age,mobile,season,newcustomer,adcost,adrevenue
Twitter,41,computer,fall,no,2.43,10.16
Facebook,40,mobile,summer,no,4.82,0.94
TikTok,17,mobile,spring,no,6.12,10.62
TikTok,21,mobile,fall,yes,6.83,21.87
TikTok,19,mobile,summer,yes,2.31,2.21
Instagram,27,computer,winter,yes,4.58,5.31
Twitter,42,mobile,fall,yes,1.95,16.15
YouTube,40,computer,summer,no,13.65,20.77
TikTok,17,mobile,spring,yes,7.2,9.64
YouTube,40,computer,winter,no,8.42,15.67
Instagram,31,mobile,winter,yes,8.0,6.86
Twitter,23,computer,summer,no,2.63,0.66
Facebook,32,computer,winter,no,6.79,10.63
Twitter,44,computer,winter,no,2.71,6.04
Instagram,28,mobile,spring,no,8.42,9.55
Instagram,29,mobile,spring,no,6.33,4.73
TikTok,19,mobile,fall,yes,2.79,6.78
Facebook,29,mobile,summer,no,6.25,19.87
Instagram,30,mobile,winter,no,5.02,4.08
YouTube,19,mobile,summer,no,12.89,4.33
Instagram,24,mobile,spring,no,6.18,8.19
Facebook,29,mobile,winter,no,3.62,2.5
YouTube,33,computer,spring,no,9.76,52.45
Facebook,38,mobile,summer,yes,6.53,3.86
Facebook,17,mobile,fall,yes,3.49,12.66
TikTok,22,mobile,summer,no,0.69,1.96
TikTok,17,mobile,fall,yes,7.23,4.29
Instagram,27,computer,winter,yes,3.71,9.53
TikTok,19,mobile,winter,no,1.85,1.78
Twitter,42,mobile,spring,no,2.44,5.92
Instagram,25,mobile,winter,no,7.68,9.38
YouTube,30,computer,fall,yes,14.78,22.29
YouTube,40,computer,spring,no,6.87,3.7
TikTok,15,mobile,summer,yes,1.86,7.78
TikTok,20,mobile,winter,yes,7.97,17.22
YouTube,19,computer,fall,yes,10.63,10.01
TikTok,21,mobile,spring,no,6.89,2.33
Instagram,25,mobile,summer,no,5.19,29.51
TikTok,16,mobile,fall,no,2.32,1.17
Instagram,31,computer,winter,yes,8.25,6.82
Twitter,34,computer,spring,no,1.62,7.33
TikTok,16,mobile,summer,yes,2.12,4.31
YouTube,17,computer,winter,yes,8.68,27.67
Instagram,24,mobile,summer,no,5.01,9.97
TikTok,19,mobile,winter,no,1.33,0.88
Facebook,29,computer,winter,no,3.45,3.17
Facebook,36,mobile,summer,no,2.87,1.21
TikTok,13,mobile,fall,yes,4.26,5.28
Instagram,27,mobile,fall,no,7.17,1.73
Instagram,17,mobile,spring,yes,6.09,13.55
YouTube,55,computer,fall,yes,5.71,30.64
Instagram,28,mobile,fall,no,6.54,33.15
Instagram,28,mobile,spring,yes,7.28,6.03
TikTok,20,mobile,summer,yes,1.41,10.01
YouTube,30,computer,summer,no,9.84,5.18
TikTok,19,mobile,fall,no,7.77,9.97
YouTube,15,computer,fall,no,13.27,17.88
Facebook,22,computer,fall,yes,4.28,8.78
TikTok,14,mobile,summer,yes,2.07,6.56
TikTok,18,mobile,summer,yes,1.28,2.56
TikTok,17,mobile,summer,yes,0.37,0.11
YouTube,28,computer,winter,no,7.34,23.16
Instagram,24,mobile,summer,yes,5.93,32.45
YouTube,25,computer,summer,no,9.99,26.13
YouTube,32,computer,summer,no,6.73,29.59
Instagram,30,mobile,winter,no,5.73,3.83
Facebook,43,computer,winter,no,4.21,11.87
Instagram,28,computer,spring,no,7.86,2.28
TikTok,17,mobile,winter,yes,7.37,3.12
TikTok,20,mobile,winter,no,7.66,1.81
TikTok,16,mobile,spring,yes,3.9,16.51
TikTok,15,computer,fall,yes,6.81,6.47
TikTok,19,mobile,fall,yes,4.96,4.08
Facebook,33,computer,spring,no,2.51,2.46
TikTok,21,mobile,fall,yes,0.58,7.28
TikTok,20,mobile,spring,yes,4.84,42.59
TikTok,15,mobile,fall,no,5.45,11.96
YouTube,32,mobile,summer,no,11.52,7.66
TikTok,19,mobile,spring,yes,3.87,2.86
Instagram,33,computer,summer,no,6.56,20.85
Instagram,22,mobile,summer,no,6.98,4.49
YouTube,31,mobile,fall,no,12.04,12.53
YouTube,31,computer,fall,no,6.44,25.7
TikTok,19,mobile,spring,yes,3.81,18.05
YouTube,34,computer,summer,no,8.31,23.97
Instagram,28,mobile,summer,no,5.9,25.33
TikTok,14,mobile,summer,no,3.15,19.63
YouTube,42,computer,fall,yes,5.73,8.93
TikTok,11,mobile,summer,no,6.32,3.29
Instagram,33,mobile,summer,yes,6.13,10.15
YouTube,27,computer,fall,yes,13.75,28.21
Instagram,27,mobile,summer,no,3.26,3.92
Instagram,23,mobile,spring,no,3.58,3.03
YouTube,39,computer,summer,yes,6.26,17.98
YouTube,22,mobile,summer,yes,13.7,6.13
TikTok,15,mobile,summer,no,4.05,3.43
Facebook,34,mobile,summer,no,5.75,4.66
Facebook,17,mobile,summer,no,2.39,3.25
TikTok,11,mobile,fall,yes,5.97,8.54
YouTube,38,computer,summer,no,5.78,24.51
YouTube,30,computer,winter,yes,14.1,3.89
Instagram,25,mobile,spring,yes,6.07,3.54
YouTube,15,computer,fall,yes,14.59,58.74
Instagram,21,mobile,fall,no,6.81,4.58
TikTok,20,computer,winter,no,4.81,4.41
Instagram,26,mobile,summer,no,4.0,3.48
Twitter,39,mobile,winter,no,2.9,10.0
Facebook,22,mobile,summer,no,5.77,7.5
YouTube,17,computer,winter,no,11.1,28.35
TikTok,14,mobile,fall,no,5.51,7.37
YouTube,42,computer,winter,no,13.84,55.11
TikTok,19,mobile,spring,yes,5.57,7.21
TikTok,18,mobile,summer,no,5.14,8.57
YouTube,45,computer,summer,no,10.28,36.91
YouTube,25,mobile,winter,yes,9.55,1.97
Facebook,24,computer,summer,no,5.56,10.07
TikTok,21,mobile,fall,no,6.62,8.28
YouTube,32,computer,summer,no,12.28,38.82
Facebook,32,mobile,winter,no,2.5,1.56
TikTok,20,mobile,summer,yes,2.05,24.97
Instagram,29,mobile,winter,yes,6.68,11.89
TikTok,18,mobile,fall,no,4.54,0.53
Facebook,27,computer,spring,no,6.59,5.74
TikTok,13,mobile,summer,yes,7.87,17.48
Instagram,26,mobile,winter,yes,8.37,2.63
Facebook,25,mobile,spring,no,5.03,3.21
Instagram,29,mobile,fall,no,7.32,6.41
TikTok,15,mobile,summer,yes,6.79,12.52
TikTok,23,mobile,fall,no,1.17,6.8
Instagram,36,mobile,spring,yes,4.88,3.15
TikTok,19,mobile,fall,no,0.2,0.38
TikTok,18,mobile,summer,yes,4.99,6.13
Facebook,21,mobile,winter,no,6.6,5.98
TikTok,19,mobile,fall,yes,0.04,0.93
Facebook,34,mobile,winter,yes,2.63,5.29
YouTube,16,mobile,spring,no,7.0,10.46
YouTube,27,computer,summer,yes,12.79,18.7
TikTok,21,mobile,fall,yes,2.96,27.81
TikTok,12,mobile,summer,yes,1.58,11.55
TikTok,14,mobile,spring,yes,2.98,2.38
YouTube,39,computer,summer,yes,7.56,6.28
TikTok,20,mobile,spring,yes,2.0,2.8
TikTok,19,computer,fall,no,4.53,14.57
TikTok,19,mobile,spring,yes,5.36,10.17
Twitter,42,computer,spring,no,1.75,22.19
YouTube,28,mobile,winter,yes,10.5,17.55
TikTok,21,mobile,fall,no,0.24,1.66
Instagram,25,mobile,winter,no,8.83,2.52
YouTube,14,computer,summer,no,6.03,31.86
YouTube,34,computer,fall,no,10.59,35.93
YouTube,14,computer,winter,yes,14.97,21.8
YouTube,22,mobile,spring,yes,8.22,8.14
TikTok,15,computer,fall,no,2.3,8.77
TikTok,17,mobile,winter,no,5.91,1.75
YouTube,25,computer,summer,yes,9.66,42.58
Instagram,26,mobile,summer,yes,4.6,0.94
TikTok,20,mobile,fall,yes,4.58,5.12
TikTok,13,mobile,winter,yes,6.62,8.81
Facebook,42,mobile,winter,yes,5.35,8.53
YouTube,41,computer,winter,yes,7.4,22.91
TikTok,18,computer,fall,yes,5.34,8.5
TikTok,22,mobile,spring,no,7.44,5.17
Instagram,25,mobile,winter,yes,4.18,24.53
YouTube,45,computer,fall,no,11.52,12.06
Twitter,42,computer,summer,no,2.5,17.75
YouTube,39,computer,spring,yes,11.63,96.01
TikTok,18,mobile,fall,no,1.1,3.09
TikTok,17,mobile,fall,yes,1.86,8.06
Instagram,31,computer,spring,no,5.09,1.78
YouTube,31,mobile,winter,yes,13.4,12.16
TikTok,17,mobile,winter,yes,3.07,8.62
YouTube,50,computer,spring,yes,8.37,61.19
Instagram,19,mobile,fall,no,7.45,2.69
YouTube,30,computer,fall,no,6.39,34.34
YouTube,29,computer,summer,yes,8.2,71.32
Facebook,36,mobile,summer,no,4.75,12.42
Instagram,24,mobile,winter,no,5.08,2.68
TikTok,13,mobile,winter,yes,4.78,3.57
YouTube,45,mobile,spring,no,11.02,25.45
Facebook,22,mobile,summer,no,2.71,4.48
Instagram,23,mobile,fall,no,3.8,8.69
Twitter,45,computer,spring,yes,3.35,6.4
TikTok,17,mobile,fall,yes,3.34,7.5
Instagram,30,computer,winter,yes,3.89,8.6
YouTube,35,computer,spring,no,5.76,23.75
Facebook,32,computer,spring,no,4.09,18.97
TikTok,21,mobile,spring,no,6.74,12.2
YouTube,34,computer,summer,no,7.05,42.27
YouTube,41,computer,fall,yes,14.95,78.45
Facebook,32,mobile,spring,no,2.1,9.79
YouTube,37,computer,summer,yes,10.94,47.11
YouTube,30,computer,summer,yes,11.99,45.2
TikTok,14,mobile,spring,yes,4.26,9.61
YouTube,20,computer,spring,yes,7.59,3.57
YouTube,32,mobile,fall,no,8.16,7.59
YouTube,23,mobile,spring,no,10.54,24.31
Instagram,18,mobile,summer,no,8.37,5.11
TikTok,21,mobile,spring,yes,3.36,6.31
Instagram,32,mobile,winter,no,5.07,3.21
YouTube,54,computer,summer,yes,9.0,35.71
Twitter,31,mobile,winter,no,4.0,8.28
TikTok,19,mobile,winter,yes,2.13,3.82
Twitter,38,computer,winter,no,1.51,4.72
Instagram,31,mobile,winter,no,8.36,6.97
Twitter,42,computer,spring,no,1.38,6.45
YouTube,30,computer,spring,no,13.39,17.27
Facebook,32,computer,winter,no,5.13,4.27
TikTok,16,mobile,fall,no,7.66,16.79
Facebook,36,mobile,fall,no,3.59,2.14
TikTok,16,mobile,summer,yes,6.85,3.52
TikTok,21,mobile,fall,no,0.7,8.4
Twitter,28,computer,winter,no,3.35,1.24
TikTok,20,mobile,winter,yes,2.62,1.85
YouTube,29,computer,winter,no,9.61,19.06
TikTok,13,mobile,summer,no,6.38,9.62
YouTube,34,computer,spring,no,11.35,39.99
YouTube,25,computer,winter,no,9.58,6.64
YouTube,36,computer,fall,no,7.93,24.43
YouTube,44,mobile,summer,yes,12.55,22.61
YouTube,34,computer,fall,no,9.66,29.64
YouTube,24,mobile,summer,no,7.45,7.52
Facebook,25,mobile,spring,no,3.96,8.3
Instagram,29,mobile,winter,yes,7.78,10.89
Instagram,25,mobile,fall,yes,3.35,6.41
YouTube,41,computer,summer,yes,8.22,34.94
YouTube,29,mobile,spring,yes,12.27,11.29
YouTube,25,computer,summer,yes,11.13,24.1
Instagram,29,mobile,winter,yes,5.64,0.76
Facebook,26,mobile,fall,no,2.78,11.89
YouTube,32,computer,summer,yes,5.48,29.69
Instagram,22,computer,winter,no,5.41,1.91
YouTube,33,computer,summer,yes,11.88,14.9
TikTok,20,mobile,winter,no,2.14,10.87
TikTok,21,mobile,spring,yes,7.22,2.49
Instagram,36,mobile,spring,no,6.72,8.4
YouTube,20,mobile,winter,no,9.55,10.68
Instagram,17,mobile,winter,no,7.53,9.82
Instagram,30,mobile,fall,no,4.8,3.65
YouTube,43,computer,spring,yes,13.94,7.11
Instagram,23,mobile,summer,no,5.2,13.3
Instagram,21,mobile,spring,yes,3.03,4.67
Facebook,32,computer,spring,no,6.89,11.51
YouTube,15,computer,winter,no,9.96,28.39
TikTok,18,mobile,summer,yes,7.23,1.63
TikTok,22,mobile,fall,no,0.87,0.3
Instagram,29,mobile,fall,no,4.2,9.09
TikTok,24,mobile,winter,no,3.87,5.79
Twitter,39,mobile,spring,no,3.69,6.7
Instagram,31,mobile,fall,no,3.55,5.3
TikTok,19,mobile,fall,yes,4.31,5.34
