socialmedia,age,mobile,season,newcustomer,adcost,adrevenue
TikTok,16,mobile,spring,yes,2.94,1.33
YouTube,32,computer,winter,no,5.99,10.91
TikTok,13,mobile,summer,no,6.62,2.42
TikTok,22,mobile,winter,yes,0.7,14.24
TikTok,15,computer,winter,yes,7.3,6.45
TikTok,19,mobile,fall,no,4.6,2.35
Twitter,35,mobile,fall,no,3.74,10.04
Twitter,29,mobile,fall,no,3.19,5.56
Instagram,28,mobile,summer,no,8.66,11.3
YouTube,40,computer,spring,no,6.67,16.65
YouTube,22,mobile,spring,yes,14.64,55.73
Facebook,39,mobile,spring,no,4.82,5.73
YouTube,26,mobile,spring,yes,9.9,14.27
YouTube,35,mobile,winter,no,13.09,36.65
YouTube,32,computer,winter,yes,12.11,11.91
TikTok,20,mobile,spring,no,0.96,13.45
Facebook,16,computer,summer,no,5.89,21.38
YouTube,40,mobile,summer,yes,6.92,22.76
Twitter,32,mobile,winter,no,3.37,1.37
Facebook,29,computer,fall,no,5.61,17.1
Instagram,27,mobile,winter,no,3.42,6.13
Instagram,26,mobile,summer,no,6.52,9.85
YouTube,35,computer,fall,no,10.1,14.64
TikTok,14,mobile,spring,no,3.26,11.47
TikTok,25,mobile,winter,yes,7.44,8.7
YouTube,31,mobile,fall,yes,9.28,4.23
Instagram,37,mobile,summer,no,4.8,12.61
TikTok,17,mobile,summer,yes,3.7,6.19
TikTok,12,mobile,summer,yes,8.0,7.2
TikTok,16,computer,summer,yes,5.06,0.9
Instagram,22,mobile,summer,no,8.32,27.48
TikTok,19,mobile,spring,yes,4.71,14.87
TikTok,18,mobile,summer,no,3.25,14.08
Instagram,19,computer,spring,yes,6.91,0.9
Instagram,26,mobile,winter,yes,7.01,16.87
YouTube,13,computer,winter,yes,11.47,7.31
TikTok,16,mobile,spring,yes,4.65,1.05
Instagram,31,mobile,fall,no,7.75,19.08
YouTube,26,mobile,summer,yes,14.31,27.33
TikTok,14,mobile,winter,no,7.83,4.25
Facebook,33,computer,summer,no,5.58,3.17
Facebook,30,computer,fall,no,3.27,18.0
YouTube,37,computer,winter,no,7.24,49.37
Instagram,25,mobile,spring,no,5.09,4.31
YouTube,25,mobile,fall,yes,12.49,7.26
Instagram,26,mobile,winter,no,6.41,14.64
Instagram,31,mobile,spring,no,8.96,8.23
YouTube,34,computer,spring,no,5.81,8.38
TikTok,15,mobile,fall,no,1.61,1.63
YouTube,39,mobile,summer,no,5.06,1.67
TikTok,17,computer,summer,no,0.68,20.79
YouTube,16,mobile,winter,no,11.44,3.59
Instagram,34,mobile,spring,yes,3.68,6.76
Facebook,28,mobile,winter,no,6.05,4.08
Instagram,30,mobile,winter,yes,3.2,6.21
Facebook,23,mobile,summer,no,5.86,10.2
YouTube,28,computer,summer,no,6.98,27.08
TikTok,16,mobile,spring,yes,6.98,4.0
TikTok,24,mobile,fall,yes,2.61,1.72
YouTube,45,computer,spring,yes,8.51,1.93
TikTok,23,mobile,spring,yes,3.88,3.76
TikTok,15,mobile,winter,yes,0.84,5.94
Instagram,19,mobile,winter,yes,5.92,9.38
TikTok,21,mobile,summer,no,6.56,9.52
Facebook,37,computer,summer,no,2.56,9.0
TikTok,21,mobile,summer,no,1.35,1.88
TikTok,27,computer,winter,yes,1.52,4.49
TikTok,19,mobile,spring,yes,7.33,23.9
Instagram,25,mobile,summer,yes,7.22,6.78
TikTok,15,computer,spring,no,6.66,7.41
Instagram,17,computer,winter,no,8.22,0.93
Facebook,23,mobile,summer,no,3.49,16.09
TikTok,21,mobile,fall,no,4.91,6.23
Facebook,40,mobile,spring,no,4.75,8.76
YouTube,32,computer,spring,no,8.21,43.86
TikTok,19,mobile,summer,no,0.81,3.4
TikTok,19,computer,winter,yes,2.58,1.07
Twitter,47,computer,spring,yes,2.41,12.71
TikTok,19,mobile,spring,no,4.3,18.59
Facebook,29,mobile,summer,no,5.16,2.8
TikTok,18,computer,spring,yes,4.14,2.34
Facebook,45,mobile,spring,no,5.42,13.07
Facebook,32,computer,summer,no,5.95,15.28
TikTok,18,mobile,summer,yes,4.71,9.21
Instagram,25,computer,summer,yes,3.82,4.57
YouTube,25,computer,spring,no,5.22,24.02
Facebook,31,computer,fall,no,4.7,2.86
Facebook,24,mobile,fall,no,3.23,10.06
TikTok,16,mobile,winter,yes,6.36,2.71
TikTok,11,mobile,summer,yes,0.3,0.82
TikTok,16,mobile,spring,yes,4.0,9.76
TikTok,15,computer,summer,no,2.45,1.89
Instagram,25,computer,fall,no,4.05,0.38
YouTube,36,computer,winter,no,11.97,25.49
YouTube,31,computer,summer,no,6.83,1.28
YouTube,28,computer,spring,yes,6.29,10.82
YouTube,12,computer,spring,no,11.44,60.52
TikTok,18,mobile,fall,no,5.01,8.79
YouTube,41,computer,spring,no,11.38,5.67
YouTube,16,computer,winter,yes,6.83,2.29
TikTok,11,mobile,fall,no,4.01,8.66
YouTube,35,mobile,summer,yes,13.44,5.84
Instagram,25,mobile,spring,yes,3.03,9.28
TikTok,16,mobile,spring,yes,2.54,20.18
TikTok,18,computer,spring,no,1.65,3.05
YouTube,35,computer,summer,no,12.62,3.44
Instagram,20,computer,winter,yes,4.86,0.46
YouTube,21,computer,winter,no,8.99,12.44
Instagram,29,computer,summer,yes,4.47,10.29
YouTube,30,mobile,winter,no,13.12,12.79
TikTok,21,mobile,spring,no,5.04,7.43
YouTube,56,computer,winter,yes,11.54,9.62
YouTube,24,computer,fall,yes,12.5,23.04
Facebook,34,mobile,fall,no,4.39,2.23
YouTube,28,computer,fall,yes,10.0,15.2
TikTok,21,mobile,fall,yes,6.29,1.56
Instagram,31,mobile,fall,no,8.25,6.93
YouTube,51,mobile,summer,yes,10.99,5.92
TikTok,19,mobile,spring,no,2.26,5.21
Twitter,39,mobile,winter,no,1.25,0.88
TikTok,19,computer,spring,yes,5.49,4.41
Facebook,23,mobile,winter,no,5.11,3.88
Instagram,25,mobile,winter,no,4.87,13.07
Instagram,28,mobile,summer,yes,8.18,19.0
YouTube,45,mobile,fall,no,6.62,21.64
TikTok,19,mobile,spring,no,5.82,0.97
YouTube,32,computer,fall,no,9.32,54.26
YouTube,27,mobile,summer,no,12.43,2.91
YouTube,25,mobile,summer,no,10.96,9.98
YouTube,23,computer,winter,yes,12.58,12.79
Twitter,34,mobile,winter,no,1.47,2.09
YouTube,10,computer,fall,yes,8.58,10.82
Instagram,18,mobile,winter,no,7.92,9.01
TikTok,18,mobile,winter,yes,4.32,1.98
YouTube,38,computer,fall,no,10.5,33.84
YouTube,34,computer,fall,no,14.25,32.43
Facebook,42,mobile,summer,no,5.2,4.03
Twitter,40,computer,summer,no,3.74,14.7
TikTok,21,mobile,winter,yes,4.55,5.1
TikTok,15,mobile,fall,yes,5.9,3.25
YouTube,23,mobile,spring,no,8.47,7.26
TikTok,21,mobile,fall,no,7.75,3.52
YouTube,36,computer,summer,yes,9.1,1.14
Instagram,28,computer,spring,no,7.3,2.56
Facebook,29,mobile,summer,no,3.26,5.65
Facebook,35,computer,winter,no,4.3,4.85
YouTube,39,mobile,summer,no,8.96,18.11
TikTok,22,mobile,winter,yes,3.16,22.54
YouTube,14,computer,winter,no,6.16,13.91
TikTok,16,computer,winter,no,2.68,0.55
Instagram,28,mobile,spring,yes,7.31,8.22
TikTok,15,mobile,winter,yes,7.11,5.54
Instagram,27,computer,winter,no,6.92,14.26
TikTok,20,computer,spring,no,2.07,0.1
YouTube,25,computer,spring,no,14.08,3.83
YouTube,41,computer,winter,no,11.51,30.51
YouTube,36,computer,summer,yes,11.87,35.13
Facebook,32,computer,summer,no,4.31,3.83
Facebook,31,computer,summer,no,6.28,5.36
Instagram,27,mobile,winter,no,8.32,5.0
TikTok,14,mobile,fall,no,4.03,3.0
TikTok,19,mobile,winter,yes,4.26,13.63
TikTok,19,mobile,spring,yes,0.48,2.25
TikTok,19,mobile,winter,no,3.89,10.41
Facebook,30,computer,spring,no,6.05,18.05
TikTok,22,mobile,spring,no,2.76,13.0
YouTube,35,computer,summer,no,8.6,37.51
TikTok,15,mobile,summer,yes,0.52,2.73
TikTok,15,mobile,fall,no,4.59,30.73
YouTube,35,computer,summer,no,13.03,15.35
Instagram,25,computer,winter,no,3.88,1.98
YouTube,36,mobile,summer,yes,13.22,4.1
Instagram,30,mobile,fall,no,6.91,11.27
Twitter,37,computer,winter,no,3.34,1.49
YouTube,38,computer,winter,no,10.42,19.32
TikTok,20,mobile,summer,yes,3.26,3.08
TikTok,19,mobile,winter,yes,5.53,6.54
Instagram,33,mobile,winter,yes,4.8,5.38
YouTube,34,mobile,winter,no,9.78,14.37
Facebook,17,computer,fall,no,5.76,4.47
Twitter,41,mobile,winter,yes,1.88,13.89
YouTube,20,computer,fall,no,10.08,16.79
TikTok,18,mobile,summer,no,5.82,8.98
YouTube,43,mobile,summer,yes,8.44,10.59
YouTube,30,mobile,winter,no,5.12,1.7
YouTube,32,computer,winter,no,13.32,78.12
TikTok,16,computer,spring,no,3.99,4.98
YouTube,31,computer,fall,yes,13.34,33.6
YouTube,46,computer,fall,no,6.76,7.99
Instagram,22,mobile,fall,no,4.53,4.01
TikTok,15,mobile,spring,no,7.72,16.11
TikTok,23,computer,spring,no,7.77,7.61
YouTube,24,computer,fall,yes,12.11,4.19
TikTok,19,mobile,summer,no,7.09,16.65
TikTok,19,mobile,fall,yes,2.91,12.51
TikTok,17,mobile,winter,no,4.94,1.13
Facebook,25,computer,summer,yes,4.44,3.26
Facebook,16,computer,fall,no,3.73,15.95
YouTube,49,mobile,summer,no,8.22,4.74
Instagram,23,mobile,fall,no,4.44,17.29
TikTok,14,mobile,summer,no,2.68,3.42
Twitter,36,mobile,summer,no,2.72,3.91
YouTube,23,mobile,summer,yes,6.24,13.99
TikTok,15,mobile,fall,yes,5.03,4.65
Facebook,20,computer,summer,no,4.38,7.57
TikTok,19,mobile,spring,no,5.09,13.66
YouTube,39,computer,winter,no,6.01,9.26
Instagram,19,mobile,fall,no,7.14,2.58
Facebook,21,mobile,spring,no,2.92,9.62
Instagram,27,mobile,fall,no,8.33,3.07
YouTube,35,computer,spring,yes,14.36,13.9
Instagram,35,mobile,winter,no,4.89,7.82
Instagram,30,mobile,fall,no,7.84,7.14
Instagram,18,mobile,fall,yes,6.51,12.56
YouTube,36,mobile,spring,yes,9.53,5.33
Facebook,31,computer,summer,no,2.13,7.95
TikTok,19,mobile,spring,yes,1.51,7.57
TikTok,18,mobile,fall,yes,6.72,16.58
Instagram,29,mobile,winter,no,6.86,18.96
TikTok,15,computer,summer,no,2.54,5.58
TikTok,21,mobile,summer,yes,2.95,2.5
Facebook,25,mobile,summer,no,3.74,7.25
TikTok,21,mobile,winter,yes,0.54,3.3
TikTok,16,mobile,winter,no,3.06,4.65
TikTok,23,mobile,spring,yes,2.65,0.96
YouTube,57,computer,fall,yes,7.76,19.03
TikTok,22,mobile,winter,no,7.16,23.68
TikTok,15,mobile,spring,no,6.03,9.39
Instagram,23,mobile,winter,no,5.26,7.97
TikTok,13,mobile,winter,yes,4.96,9.28
Facebook,22,computer,summer,yes,6.15,1.82
YouTube,31,computer,summer,no,13.95,20.86
TikTok,18,mobile,summer,no,5.88,5.17
Instagram,20,mobile,spring,yes,8.97,11.54
YouTube,34,mobile,fall,yes,9.85,3.18
YouTube,29,computer,spring,yes,11.54,4.7
YouTube,10,computer,winter,no,12.8,43.84
Instagram,30,computer,spring,no,3.31,0.21
YouTube,30,computer,summer,yes,9.28,9.59
YouTube,42,computer,summer,no,7.01,25.93
Instagram,28,computer,fall,no,3.17,7.57
Facebook,27,computer,summer,yes,4.3,1.0
YouTube,20,mobile,fall,no,6.47,4.7
TikTok,21,mobile,summer,yes,3.01,13.72
YouTube,34,computer,summer,yes,12.23,4.21
TikTok,19,computer,spring,yes,3.71,9.74
YouTube,42,computer,spring,no,13.04,25.41
YouTube,30,computer,fall,no,5.25,2.5
Instagram,25,mobile,spring,no,6.22,3.86
Twitter,42,mobile,fall,no,3.55,2.78
YouTube,49,computer,summer,yes,7.65,10.53
Instagram,27,computer,winter,no,6.89,29.46
Facebook,35,computer,fall,no,4.64,16.34
Facebook,38,computer,winter,no,3.17,5.16
TikTok,22,mobile,summer,yes,5.56,20.1
Facebook,30,computer,fall,no,5.88,16.15
YouTube,37,computer,fall,yes,6.43,26.13
YouTube,29,mobile,spring,no,9.41,4.18
YouTube,59,computer,winter,no,9.17,22.86
TikTok,25,mobile,winter,no,2.81,26.38
YouTube,18,mobile,winter,no,7.49,5.91
Instagram,31,mobile,fall,no,8.42,21.77
TikTok,15,mobile,summer,yes,4.5,8.41
TikTok,25,mobile,summer,yes,3.64,8.31
Instagram,21,mobile,fall,no,4.53,8.57
YouTube,26,mobile,winter,no,8.43,2.79
TikTok,18,mobile,winter,yes,6.13,3.67
TikTok,17,mobile,spring,no,7.13,22.8
TikTok,21,mobile,fall,yes,7.55,29.58
Instagram,23,mobile,spring,no,4.62,4.71
YouTube,35,computer,fall,no,9.43,53.23
Instagram,26,mobile,spring,yes,6.07,25.97
TikTok,16,mobile,summer,no,2.54,8.56
Instagram,17,computer,winter,no,3.73,4.18
TikTok,18,mobile,summer,yes,6.61,36.1
Instagram,30,mobile,summer,no,4.82,2.46
YouTube,19,mobile,winter,no,14.86,11.57
YouTube,24,computer,fall,yes,6.42,16.52
TikTok,17,mobile,fall,no,2.95,6.12
Facebook,36,mobile,winter,no,6.54,8.98
YouTube,26,computer,summer,no,11.49,8.56
YouTube,29,computer,summer,yes,9.42,14.9
TikTok,24,mobile,spring,no,0.02,2.84
YouTube,33,computer,spring,no,6.78,6.26
YouTube,36,mobile,summer,no,13.29,3.48
Facebook,29,mobile,winter,no,6.43,14.51
Facebook,19,mobile,spring,yes,3.14,3.63
TikTok,18,mobile,fall,no,2.96,4.29
YouTube,29,mobile,spring,no,9.19,10.11
YouTube,42,mobile,summer,no,12.71,9.69
TikTok,17,computer,summer,no,2.01,1.97
YouTube,30,mobile,fall,no,7.23,9.05
TikTok,16,mobile,fall,yes,0.15,2.58
Facebook,30,mobile,summer,no,3.13,4.2
YouTube,29,computer,winter,yes,9.61,17.61
Instagram,21,mobile,fall,no,8.92,9.56
Facebook,30,mobile,summer,no,6.37,4.38
YouTube,29,computer,winter,yes,12.3,22.28
TikTok,20,mobile,winter,no,3.19,6.06
YouTube,40,mobile,spring,yes,7.16,12.27
YouTube,28,computer,summer,yes,11.57,27.99
Instagram,18,mobile,fall,no,5.74,26.11
Facebook,11,computer,winter,no,6.41,14.28
YouTube,35,computer,winter,no,10.04,33.43
Instagram,27,mobile,fall,yes,6.79,7.29
Twitter,41,computer,summer,no,2.05,3.22
TikTok,21,mobile,fall,yes,0.56,1.96
Facebook,27,mobile,fall,no,2.55,3.88
YouTube,37,mobile,winter,no,10.29,14.47
YouTube,53,computer,winter,no,12.68,9.59
TikTok,19,mobile,fall,no,0.13,3.63
TikTok,18,computer,fall,yes,0.4,6.03
YouTube,30,computer,summer,yes,10.33,23.11
Instagram,31,mobile,winter,yes,7.34,2.65
YouTube,26,mobile,spring,yes,13.39,2.0
Facebook,10,computer,summer,no,6.13,2.6
YouTube,51,computer,winter,no,7.91,23.79
TikTok,20,mobile,fall,yes,2.19,6.06
YouTube,25,mobile,fall,no,8.74,3.47
Instagram,29,computer,winter,no,6.9,11.2
Twitter,37,computer,summer,no,3.01,5.39
TikTok,20,mobile,summer,yes,5.03,5.66
Facebook,27,mobile,fall,no,6.43,4.13
Instagram,23,mobile,spring,no,3.05,6.18
YouTube,27,computer,winter,no,11.3,11.46
TikTok,22,mobile,summer,yes,3.24,4.7
YouTube,37,computer,summer,no,5.64,0.39
TikTok,16,computer,winter,no,2.04,0.73
Twitter,41,computer,spring,no,1.89,7.57
Instagram,24,mobile,summer,yes,5.18,13.3
YouTube,22,mobile,spring,no,7.3,7.62
Twitter,35,computer,fall,no,3.09,1.28
Instagram,27,mobile,winter,yes,6.85,3.33
Instagram,29,mobile,winter,no,4.39,7.12
TikTok,13,mobile,spring,no,5.99,3.43
Instagram,26,mobile,winter,yes,6.36,11.69
TikTok,13,mobile,summer,yes,3.21,14.96
YouTube,34,computer,spring,no,8.67,25.49
TikTok,22,mobile,spring,yes,6.68,14.09
YouTube,13,computer,spring,yes,6.45,25.71
YouTube,36,computer,spring,no,5.31,6.92
YouTube,46,mobile,summer,yes,5.92,33.13
YouTube,26,mobile,summer,yes,11.82,14.51
Instagram,24,mobile,fall,no,3.76,26.68
TikTok,12,mobile,winter,yes,7.34,9.73
Instagram,30,computer,summer,yes,6.47,2.1
Instagram,22,mobile,fall,no,3.26,2.99
TikTok,23,computer,summer,no,4.16,2.17
YouTube,28,computer,winter,yes,14.55,37.85
TikTok,23,mobile,summer,no,5.64,16.53
YouTube,34,computer,spring,yes,7.24,5.42
TikTok,13,mobile,winter,yes,0.6,11.12
TikTok,17,mobile,spring,yes,0.77,0.67
Twitter,40,mobile,spring,yes,2.27,11.81
TikTok,21,mobile,summer,no,7.84,13.34
TikTok,23,mobile,spring,no,3.12,3.4
YouTube,41,mobile,fall,no,8.54,26.87
TikTok,23,mobile,winter,yes,4.2,2.49
Facebook,33,mobile,fall,no,2.17,13.66
TikTok,13,mobile,summer,no,1.12,15.14
Facebook,31,mobile,fall,yes,5.57,4.84
TikTok,12,mobile,spring,no,6.95,1.84
TikTok,19,mobile,summer,yes,5.62,4.83
TikTok,15,mobile,fall,yes,1.77,5.21
YouTube,34,computer,summer,yes,11.4,39.07
YouTube,28,computer,summer,no,14.04,13.94
YouTube,17,mobile,spring,no,14.68,4.92
TikTok,15,mobile,summer,yes,6.06,3.18
Facebook,19,computer,winter,yes,6.47,9.79
YouTube,19,computer,fall,no,9.54,23.24
YouTube,24,mobile,fall,yes,5.4,6.8
YouTube,28,mobile,fall,no,13.51,18.68
Instagram,34,computer,winter,no,3.55,4.97
Instagram,20,computer,spring,yes,7.08,6.74
Facebook,36,mobile,spring,no,6.41,4.71
Facebook,32,mobile,winter,no,3.92,7.13
Instagram,35,mobile,summer,yes,6.09,21.14
YouTube,26,computer,winter,yes,13.98,12.59
Facebook,12,computer,spring,no,6.34,10.73
Facebook,22,computer,spring,yes,3.36,4.56
TikTok,20,mobile,winter,no,2.05,5.05
TikTok,21,mobile,fall,yes,3.18,9.44
Twitter,32,computer,winter,no,1.25,1.97
Instagram,17,computer,fall,yes,8.04,5.86
YouTube,40,computer,summer,yes,7.61,13.71
TikTok,19,mobile,summer,no,4.42,14.85
YouTube,29,mobile,summer,no,12.54,2.22
Instagram,31,mobile,fall,yes,3.92,11.33
TikTok,18,mobile,spring,no,2.1,10.69
TikTok,17,mobile,winter,yes,3.47,8.43
Instagram,30,computer,summer,no,3.56,1.27
Instagram,30,mobile,winter,yes,3.16,14.99
YouTube,44,mobile,spring,no,7.91,8.29
TikTok,17,mobile,spring,no,3.14,8.49
Instagram,31,mobile,winter,yes,3.4,2.66
TikTok,19,mobile,winter,no,0.42,0.61
TikTok,15,mobile,winter,no,7.85,12.33
YouTube,24,computer,fall,no,14.36,43.67
Facebook,17,mobile,fall,yes,6.05,5.58
TikTok,20,mobile,summer,yes,7.95,6.84
Facebook,35,mobile,winter,no,3.98,4.4
YouTube,36,mobile,spring,no,5.92,6.36
Facebook,42,mobile,winter,no,3.95,20.3
YouTube,27,mobile,summer,yes,8.04,8.29
YouTube,19,computer,summer,no,11.64,24.18
TikTok,21,mobile,winter,yes,3.96,9.93
YouTube,28,computer,summer,yes,6.98,4.11
Instagram,25,mobile,winter,no,6.53,10.44
TikTok,17,mobile,fall,no,5.71,6.94
