socialmedia,age,mobile,season,newcustomer,adcost,adrevenue
YouTube,28,mobile,winter,no,9.94,14.74
YouTube,32,computer,fall,no,6.36,38.6
TikTok,21,computer,fall,no,2.06,4.77
YouTube,26,computer,spring,no,5.34,8.4
Instagram,15,mobile,summer,yes,6.53,10.58
Instagram,23,mobile,spring,no,6.35,17.7
TikTok,21,mobile,spring,no,0.05,2.65
Instagram,26,mobile,spring,no,5.8,13.56
YouTube,12,computer,fall,no,14.82,51.12
YouTube,22,computer,winter,yes,13.03,8.98
Twitter,30,mobile,summer,no,2.7,5.05
TikTok,23,mobile,winter,no,6.07,15.82
Facebook,22,computer,summer,no,3.86,1.77
TikTok,18,mobile,spring,no,1.99,12.06
TikTok,19,mobile,summer,no,6.31,29.92
YouTube,42,computer,fall,yes,13.17,4.92
YouTube,32,mobile,spring,yes,12.7,15.26
Instagram,25,mobile,winter,no,6.2,7.45
YouTube,30,mobile,winter,yes,7.95,9.55
Facebook,27,mobile,fall,no,3.15,0.66
YouTube,34,computer,winter,no,5.21,1.36
YouTube,38,computer,fall,no,5.08,12.45
Instagram,35,computer,winter,no,3.03,35.39
YouTube,38,mobile,fall,yes,12.64,9.49
TikTok,17,mobile,summer,yes,0.86,16.21
Twitter,34,mobile,spring,yes,1.93,4.69
Twitter,41,mobile,winter,no,1.18,21.14
Instagram,22,mobile,winter,yes,7.91,5.21
Instagram,34,mobile,winter,yes,7.26,8.88
YouTube,25,computer,fall,yes,8.77,14.85
Facebook,27,mobile,summer,yes,3.64,9.22
Facebook,24,mobile,spring,no,2.38,3.67
TikTok,20,mobile,summer,yes,0.14,0.42
YouTube,15,computer,fall,yes,7.94,22.02
TikTok,24,mobile,winter,yes,4.06,12.99
TikTok,22,mobile,winter,yes,7.8,4.7
YouTube,24,computer,winter,yes,7.01,23.55
Twitter,38,computer,spring,no,3.91,9.8
Instagram,24,mobile,fall,no,8.46,11.93
YouTube,12,computer,spring,no,6.08,17.92
YouTube,21,computer,winter,no,11.68,43.2
YouTube,35,computer,summer,no,12.97,14.39
YouTube,53,computer,fall,yes,12.87,34.39
Instagram,25,mobile,fall,yes,6.4,12.04
YouTube,26,mobile,fall,yes,9.34,9.06
Facebook,22,mobile,spring,yes,4.54,10.71
Facebook,32,mobile,summer,no,3.34,15.23
Instagram,30,computer,winter,no,8.39,25.67
YouTube,26,mobile,fall,no,11.79,14.12
Instagram,16,mobile,winter,no,6.43,4.16
Instagram,26,mobile,summer,no,4.86,4.79
TikTok,14,mobile,winter,yes,2.02,5.16
Instagram,28,mobile,winter,no,8.09,6.18
YouTube,31,computer,spring,no,10.16,14.53
